,BARCODE,COMBI_ID,Tissue,CELL_LINE_NAME,SIDM,COSMIC_ID,ANCHOR_ID,ANCHOR_NAME,ANCHOR_TARGET,ANCHOR_PATHWAY,ANCHOR_DRUG_TYPE,ANCHOR_Clin_Rel,ANCHOR_CONC,LIBRARY_ID,LIBRARY_NAME,LIBRARY_TARGET,LIBRARY_PATHWAY,LIBRARY_DRUG_TYPE,LIBRARY_Clin_Rel,LIBRARY_CONC,ANCHOR_VIABILITY,LIBRARY_RMSE,LIBRARY_EMAX,LIBRARY_XMID,LIBRARY_XMID_uM,LIBRARY_AUC,LIBRARY_fAUC,SYNERGY_RMSE,SYNERGY_EXP_EMAX,SYNERGY_OBS_EMAX,SYNERGY_DELTA_EMAX,SYNERGY_XMID,SYNERGY_XMID_uM,SYNERGY_DELTA_XMID,SYNERGY_DELTA_XMID_uM,SYNERGY_EXP_AUC,SYNERGY_OBS_AUC,SYNERGY_EXP_fAUC,SYNERGY_OBS_fAUC,SYNERGY_DELTA_AUC,SYNERGY_DELTA_fAUC,Synergy,DAY1_NORM_MEAN,DAY1_NORM_SD,GROWTH_RATE,DOUBLING_TIME
19,14925,1049:1558,Breast,CAL-120,SIDM00940,906826,1049,PD173074,"FGFR1, FGFR2, FGFR3",RTK signaling,Targeted,Experimental only,2.5,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved in breast,10.0,0.866980720514686,0.0695943433944192,0.862357438830148,12.303748128959,98.7478,0.971188424712462,0.973449920422527,0.0781984162935851,0.74764727365816,0.48084898701259,0.26679828664557,9.39496177468034,13.1491,2.90878635427863,85.5987,0.842001640212733,0.775584623061123,0.843962313392886,0.775455159536773,0.0664170171516102,0.0685071538561131,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
20,14925,1510:1558,Breast,CAL-120,SIDM00940,906826,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,2.5,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved in breast,10.0,0.971742418904469,0.0695943433944192,0.862357438830148,12.303748128959,98.7478,0.971188424712462,0.973449920422527,0.138407305025049,0.83798930356907,0.525089597035836,0.312899706533235,9.29128156941735,12.2373,3.01246655954161,86.5105,0.943744989042109,0.903433383256604,0.945942580353749,0.864630514906017,0.0403116057855046,0.0813120654477326,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
21,14925,1083:1558,Breast,CAL-120,SIDM00940,906826,1083,Crizotinib,"MET, ALK, ROS1",RTK signaling,Targeted,FDA approved,2.5,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved in breast,10.0,0.988843865371074,0.0695943433944192,0.862357438830148,12.303748128959,98.7478,0.971188424712462,0.973449920422527,0.115202398991996,0.852736863144302,0.592506141645587,0.260230721498715,9.72393031906919,16.5168,2.57981780988977,82.231,0.960353715896315,0.931452245186191,0.962589982055776,0.89812101638549,0.0289014707101241,0.064468965670285,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
22,14925,1012:1558,Breast,CAL-120,SIDM00940,906826,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,2.0,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved in breast,10.0,0.677574033847871,0.0695943433944192,0.862357438830148,12.303748128959,98.7478,0.971188424712462,0.973449920422527,0.119268978309833,0.584311008446861,0.334162134244823,0.250148874202038,8.95084139919557,9.665,3.35290672976339,89.0828,0.658052058558782,0.624956081172054,0.65958438932958,0.591824290149626,0.0330959773867281,0.0677600991799538,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
23,14925,1011:1558,Breast,CAL-120,SIDM00940,906826,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved in breast,10.0,0.194752539432721,0.0695943433944192,0.862357438830148,12.303748128959,98.7478,0.971188424712462,0.973449920422527,0.0359197075184253,0.167946301110869,0.0769691360964843,0.0909771650143845,8.23403342850054,5.8806,4.06971470045842,92.8672,0.189141411980416,0.151734377974171,0.189581844012867,0.162409547774548,0.0374070340062447,0.0271722962383193,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
24,14926,1054:1561,Breast,CAL-120,SIDM00940,906826,1054,Palbociclib,"CDK4, CDK6",Cell cycle,Targeted,FDA approved in breast,4.0,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.995946790055155,0.0567333503993024,0.529815391806319,9.21497335874426,11.6068,0.862055517445445,0.886251288923021,0.111309052418034,0.527667938791317,0.310737665352173,0.216930273439145,7.57629001070676,3.7275,1.63868334803749,7.8793,0.858561425449127,0.701880140360663,0.882659126385126,0.788620264120239,0.156681285088464,0.0940388622648869,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
25,14926,1011:1561,Breast,CAL-120,SIDM00940,906826,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.243602979169645,0.0567333503993024,0.529815391806319,9.21497335874426,11.6068,0.862055517445445,0.886251288923021,0.0523604017989413,0.129064607853952,0.0399203066723597,0.0891443011815922,6.0659304040885,1.3084,3.14904295465576,10.2984,0.20999929225934,0.120738225889359,0.215893454274586,0.165136293163557,0.0892610663699814,0.0507571611110288,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
26,14926,1058:1594,Breast,CAL-120,SIDM00940,906826,1058,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,Targeted,Early clinical trials,0.125,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,0.949258718784091,0.084550381132,0.35207155696884,7.90185462740802,1.8685,0.832104250155322,0.813330613585929,0.0773213450034831,0.334206995088561,0.192755095427262,0.141451899661299,6.53833913877055,0.7261,1.36351548863747,1.1424,0.789882214397237,0.667358939193303,0.772061176200457,0.679369273714663,0.122523275203934,0.092691902485794,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
27,14926,1083:1594,Breast,CAL-120,SIDM00940,906826,1083,Crizotinib,"MET, ALK, ROS1",RTK signaling,Targeted,FDA approved,0.625,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,0.903250830577869,0.084550381132,0.35207155696884,7.90185462740802,1.8685,0.832104250155322,0.813330613585929,0.0320467938972194,0.318008926254948,0.211126209105298,0.10688271714965,6.86236931831573,0.909,1.03948530909228,0.9595,0.75159885508017,0.671118308177029,0.734641552255898,0.668924371493397,0.0804805469031403,0.0657171807625008,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
28,14926,1561:1594,Breast,CAL-120,SIDM00940,906826,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.1,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,0.913825377780318,0.084550381132,0.35207155696884,7.90185462740802,1.8685,0.832104250155322,0.813330613585929,0.0319592001056012,0.321731923552755,0.157132607146721,0.164599316406034,6.17001301460099,0.5625,1.73184161280702,1.306,0.760397980750795,0.633573731498975,0.743242155220459,0.627209528413622,0.12682424925182,0.116032626806837,True,0.294087485246129,0.046711832958562,1.18706798614615,41.6570546741743
29,15761,1561:1011,Breast,CAL-148,SIDM00938,924106,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,1.0,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.272989478566279,0.144270394023131,0.269009550962435,6.543854060454,1.8223,0.673065943051663,0.688539177513284,0.0425363751052771,0.073436777046584,0.0233638784165798,0.0500728986300042,3.17993607252141,0.177,3.36391798793259,1.6453,0.183739920834394,0.0874871675889683,0.187963951041806,0.119347896187615,0.0962527532454261,0.0686160548541915,True,0.881422581552557,0.144019781847702,0.113687909514015,400.083390307117
30,15761,1083:1011,Breast,CAL-148,SIDM00938,924106,1083,Crizotinib,"MET, ALK, ROS1",RTK signaling,Targeted,FDA approved,2.5,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.446959026231459,0.144270394023131,0.269009550962435,6.543854060454,1.8223,0.673065943051663,0.688539177513284,0.0482145054442016,0.120236246945132,0.0278774132875879,0.0923588336575443,2.34092591357875,0.099,4.20292814687524,1.7233,0.30083289849593,0.142655313300072,0.307748800303547,0.167347429166998,0.158177585195858,0.140401371136549,True,0.881422581552557,0.144019781847702,0.113687909514015,400.083390307117
31,15761,1012:1011,Breast,CAL-148,SIDM00938,924106,1012,Vorinostat,"HDAC inhibitor Class I, IIa, IIb, IV",Chromatin histone acetylation,Targeted,FDA approved,2.0,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.492642974349669,0.144270394023131,0.269009550962435,6.543854060454,1.8223,0.673065943051663,0.688539177513284,0.0542731844365553,0.132525665314603,0.032109351858342,0.100416313456261,2.4564301822832,0.1072,4.0874238781708,1.7151,0.331581208118436,0.165665151621451,0.339203988366419,0.188638650374643,0.165916056496985,0.150565337991776,True,0.881422581552557,0.144019781847702,0.113687909514015,400.083390307117
32,15761,1021:1011,Breast,CAL-148,SIDM00938,924106,1021,Axitinib,"PDGFR, KIT, VEGFR",RTK signaling,Targeted,FDA approved,4.0,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.713104705469936,0.144270394023131,0.269009550962435,6.543854060454,1.8223,0.673065943051663,0.688539177513284,0.0617113413081284,0.191831976607667,0.0557923091029522,0.136039667504715,2.93975883855165,0.1499,3.60409522190235,1.6724,0.479966491081701,0.289536542790097,0.491000527385122,0.298790678631105,0.190429948291604,0.192209848754017,True,0.881422581552557,0.144019781847702,0.113687909514015,400.083390307117
33,15761,1594:1011,Breast,CAL-148,SIDM00938,924106,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,10.0,0.82123415915419,0.144270394023131,0.269009550962435,6.543854060454,1.8223,0.673065943051663,0.688539177513284,0.0794129475643218,0.220919832389082,0.1293976605659,0.0915221718231815,4.88094395861721,0.5755,1.66291010183679,1.2468,0.552744743797355,0.477701811568275,0.56545189248984,0.465996916287298,0.0750429322290795,0.0994549762025421,True,0.881422581552557,0.144019781847702,0.113687909514015,400.083390307117
34,15762,1011:1021,Breast,CAL-148,SIDM00938,924106,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,2.5,1021,Axitinib,"PDGFR, KIT, VEGFR",RTK signaling,Targeted,FDA approved,10.0,0.553303159877639,0.098162397491293,0.523549181977611,9.23161246287892,11.7415,0.843449567819426,0.844790782006218,0.0705690306933027,0.289681416739565,0.113735918111337,0.175945498628229,5.67835726886919,1.0002,3.55325519400973,10.7413,0.466683311071918,0.337519108466071,0.467425409119542,0.34692107248443,0.129164202605846,0.120504336635113,True,0.881422581552557,0.144019781847702,0.113687909514015,400.083390307117
35,15764,1053:1054,Breast,CAL-148,SIDM00938,924106,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,0.25,1054,Palbociclib,"CDK4, CDK6",Cell cycle,Targeted,FDA approved in breast,4.0,0.769086337464479,0.0968906168447721,0.834934639035315,12.9828218611631,63.2425,0.921125544909467,0.956503439719259,0.136373665091909,0.642136823557897,0.466744647056254,0.175392176501642,10.0668884356598,8.3796,2.91593342550333,54.8629,0.708425071679394,0.581326826655558,0.73563372722586,0.676792470420686,0.127098245023836,0.0588412568051738,True,0.881422581552557,0.144019781847702,0.113687909514015,400.083390307117
36,15765,1053:1058,Breast,CAL-148,SIDM00938,924106,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,1.0,1058,Pictilisib,PI3K (class 1),PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,0.431440711408525,0.112252711530227,0.267372993191295,6.52336628415407,0.7187,0.702068908997331,0.687131082691171,0.0516083073799226,0.115355594393879,0.040629379749086,0.0747262146447929,3.4380130502878,0.0847,3.08535323386627,0.634,0.302901109555615,0.162838209133858,0.296456323147189,0.197111786202326,0.140062900421757,0.0993445369448627,True,0.881422581552557,0.144019781847702,0.113687909514015,400.083390307117
37,15077,1561:1372,Breast,CAL-148,SIDM00938,924106,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.1,1372,Trametinib,"MEK1, MEK2",ERK MAPK signaling,Targeted,FDA approved,1.0,0.766141517912436,0.0977772998865147,0.879455155526854,13.8827433370727,29.5021,0.926161663675484,0.969013652029865,0.0919120063508141,0.673787107791261,0.692225568930122,-0.0184384611388606,14.4962617183229,45.1377,-0.613518381250188,-15.6356,0.709570902840642,0.686159051055405,0.742401590244034,0.747386491693759,0.0234118517852366,-0.0049849014497255,True,0.920602720223482,0.156348479856104,0.0702170609140754,610.559201373973
38,15079,1561:1549,Breast,CAL-148,SIDM00938,924106,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.1,1549,Sapitinib,"EGFR, ERBB2, ERBB3",EGFR signaling,Targeted,Advanced clinical trials,5.0,0.758700258327664,0.114419901574725,0.889972301392723,14.1362500823023,175.8472,0.90997528416858,0.971878217439823,0.117492934006141,0.675222214971124,0.464027769527633,0.211194445443491,10.1156729900434,10.8348,4.02057709225898,165.0124,0.69039848317049,0.581703541961967,0.737364254634623,0.669058955246547,0.108694941208523,0.0683052993880751,True,0.920602720223482,0.156348479856104,0.0702170609140754,610.559201373973
