,BARCODE,COMBI_ID,Tissue,CELL_LINE_NAME,SIDM,COSMIC_ID,ANCHOR_ID,ANCHOR_NAME,ANCHOR_TARGET,ANCHOR_PATHWAY,ANCHOR_DRUG_TYPE,ANCHOR_Clin_Rel,ANCHOR_CONC,LIBRARY_ID,LIBRARY_NAME,LIBRARY_TARGET,LIBRARY_PATHWAY,LIBRARY_DRUG_TYPE,LIBRARY_Clin_Rel,LIBRARY_CONC,ANCHOR_VIABILITY,LIBRARY_RMSE,LIBRARY_EMAX,LIBRARY_XMID,LIBRARY_XMID_uM,LIBRARY_AUC,LIBRARY_fAUC,SYNERGY_RMSE,SYNERGY_EXP_EMAX,SYNERGY_OBS_EMAX,SYNERGY_DELTA_EMAX,SYNERGY_XMID,SYNERGY_XMID_uM,SYNERGY_DELTA_XMID,SYNERGY_DELTA_XMID_uM,SYNERGY_EXP_AUC,SYNERGY_OBS_AUC,SYNERGY_EXP_fAUC,SYNERGY_OBS_fAUC,SYNERGY_DELTA_AUC,SYNERGY_DELTA_fAUC,Synergy,DAY1_NORM_MEAN,DAY1_NORM_SD,GROWTH_RATE,DOUBLING_TIME
2178,38417,1085:1510,Pancreas,PL4,SIDM00042,1298533,1085,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Targeted,FDA approved,5.0,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,0.724329834840943,0.0716094509016992,0.865344605555427,12.9073238049859,150.045,0.94757532105539,0.969903996567565,0.0758207944104475,0.626794915222464,0.438533125854364,0.188261789368099,9.89923168958129,18.6507,3.00809211540461,131.3943,0.686357075799405,0.597053962697916,0.702530401645355,0.648836298830201,0.0893031131014883,0.0536941028151546,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2179,38417,1011:1510,Pancreas,PL4,SIDM00042,1298533,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,4.0,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,0.643125148462948,0.0716094509016992,0.865344605555427,12.9073238049859,150.045,0.94757532105539,0.969903996567565,0.0628396098821465,0.556524877919445,0.314610263456821,0.241914614462624,8.90916936595604,9.3898,3.99815443902985,140.6552,0.609409519033573,0.507687410068996,0.623769651787322,0.54774891436162,0.101722108964577,0.0760207374257015,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2180,38417,1057:1510,Pancreas,PL4,SIDM00042,1298533,1057,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.0125,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,0.903721020715189,0.0716094509016992,0.865344605555427,12.9073238049859,150.045,0.94757532105539,0.969903996567565,0.117635781791402,0.782030110202933,0.373780741654218,0.408249368548715,8.26681335093277,6.0157,4.64051045405313,144.0293,0.8563437363487,0.650846348016262,0.876522629773781,0.738440387469611,0.205497388332438,0.13808224230417,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2181,38417,1594:1510,Pancreas,PL4,SIDM00042,1298533,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,0.416179075666274,0.0716094509016992,0.865344605555427,12.9073238049859,150.045,0.94757532105539,0.969903996567565,0.061155230230738,0.360138318072854,0.138602083444311,0.221536234628543,7.5413948259292,3.6384,5.3659289790567,146.4066,0.394361021241006,0.273470609114465,0.403653748776515,0.321557958125992,0.120890412126541,0.0820957906505228,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2182,38417,1079:1510,Pancreas,PL4,SIDM00042,1298533,1079,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",Targeted,FDA approved,0.05,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,0.87439513123442,0.0716094509016992,0.865344605555427,12.9073238049859,150.045,0.94757532105539,0.969903996567565,0.074628597452647,0.756653109937635,0.488254165076798,0.268398944860837,9.49278921143022,14.0716,3.41453459355568,135.9734,0.828555247208726,0.725536147144187,0.848079332363484,0.768624171686781,0.103019100064538,0.0794551606767039,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2183,38418,1510:1558,Pancreas,PL4,SIDM00042,1298533,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved,10.0,0.848400738502939,0.0666817269002284,0.892185551649691,13.4383793926811,216.813,0.946376895153224,0.976257099656311,0.0806369916385812,0.756930880901249,0.501632053867514,0.255298827033736,9.77543108071538,17.117,3.66294831196567,199.696,0.802906856750114,0.719313329876113,0.828257244317152,0.75581735394327,0.0835935268740001,0.0724398903738815,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2184,38418,1053:1558,Pancreas,PL4,SIDM00042,1298533,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,1.25,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved,10.0,0.87229989641082,0.0666817269002284,0.892185551649691,13.4383793926811,216.813,0.946376895153224,0.976257099656311,0.0788743918913566,0.778253364283255,0.696188063803197,0.0820653004800578,11.8867948930594,73.9625,1.55158449962163,142.8505,0.82552446760775,0.811189033052976,0.851588966900528,0.831380763641157,0.0143354345547745,0.0202082032593709,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2185,38418,1083:1558,Pancreas,PL4,SIDM00042,1298533,1083,Crizotinib,"MET, ALK, ROS1",RTK signaling,Targeted,FDA approved,1.0,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved,10.0,0.886132428510087,0.0666817269002284,0.892185551649691,13.4383793926811,216.813,0.946376895153224,0.976257099656311,0.0565340540736958,0.790594549564952,0.722435727089804,0.0681588224751483,12.1180586641087,86.8219,1.32032072857238,129.9911,0.838615256387962,0.846285531534815,0.865093074568661,0.848482096858286,-0.0076702751468523,0.0166109777103749,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2186,38418,1085:1558,Pancreas,PL4,SIDM00042,1298533,1085,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",Targeted,FDA approved,1.25,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved,10.0,0.958797244247488,0.0666817269002284,0.892185551649691,13.4383793926811,216.813,0.946376895153224,0.976257099656311,0.0607822641095338,0.855425048279148,0.806295473033286,0.0491295752458624,12.4974917843881,112.9406,0.940887608292943,103.8724,0.907383559092405,0.919271091483389,0.936032616827516,0.924239347428209,-0.0118875323909846,0.0117932693993068,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2187,38418,1372:1558,Pancreas,PL4,SIDM00042,1298533,1372,Trametinib,"MEK1, MEK2",ERK MAPK signaling,Targeted,FDA approved,0.25,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved,10.0,0.50694684588147,0.0666817269002284,0.892185551649691,13.4383793926811,216.813,0.946376895153224,0.976257099656311,0.116581823306077,0.45229065134983,0.231345920639104,0.220944730710727,8.63237263626806,7.7506,4.806006756413,209.0624,0.479762782013026,0.344857682736793,0.494910457440159,0.424500298402324,0.134905099276233,0.0704101590378353,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2188,38418,1594:1558,Pancreas,PL4,SIDM00042,1298533,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved,10.0,0.380168979054089,0.0666817269002284,0.892185551649691,13.4383793926811,216.813,0.946376895153224,0.976257099656311,0.0392253166365668,0.339181270297472,0.298856964945184,0.0403243053522883,11.7338351066275,66.5222,1.70454428605353,150.2908,0.35978313803078,0.349303913836227,0.371142664870646,0.36113983651467,0.010479224194553,0.0100028283559759,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2189,38418,1372:1561,Pancreas,PL4,SIDM00042,1298533,1372,Trametinib,"MEK1, MEK2",ERK MAPK signaling,Targeted,FDA approved,1.0,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.470846335070862,0.107440613815064,0.420006283108773,8.3221493642692,6.251,0.763147225326217,0.820272735787967,0.0949788046368031,0.197758419108501,0.0668993746069633,0.130859044501538,5.22355320856442,0.7298,3.09859615570478,5.5212,0.359325074164347,0.242763346503897,0.386222411404314,0.282859296515159,0.11656172766045,0.103363114889156,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2190,38418,1011:1561,Pancreas,PL4,SIDM00042,1298533,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,4.0,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.604596403556944,0.107440613815064,0.420006283108773,8.3221493642692,6.251,0.763147225326217,0.820272735787967,0.0547269456224836,0.253934288238884,0.0634299695342866,0.190504318704597,4.49750424378368,0.4412,3.82464512048552,5.8098,0.461396067816691,0.321382182915812,0.49593394599322,0.327248021638361,0.140013884900879,0.16868592435486,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2191,38418,1057:1561,Pancreas,PL4,SIDM00042,1298533,1057,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.0125,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.924291216835217,0.107440613815064,0.420006283108773,8.3221493642692,6.251,0.763147225326217,0.820272735787967,0.0974871430279543,0.388208118493044,0.185735112479194,0.20247300601385,6.10086632131867,1.3405,2.22128304295053,4.9105,0.705370277521188,0.563741238559639,0.758170885098213,0.619272179473155,0.141629038961549,0.138898705625057,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2192,38418,1594:1561,Pancreas,PL4,SIDM00042,1298533,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.380168979054089,0.107440613815064,0.420006283108773,8.3221493642692,6.251,0.763147225326217,0.820272735787967,0.100948613590143,0.159673359845765,0.0586721073660721,0.101001252479693,5.42742571725129,0.8405,2.89472364701791,5.4105,0.290124901520229,0.177943659208161,0.311842248510416,0.234624034898689,0.112181242312068,0.0772182136117274,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2193,38418,1564:1561,Pancreas,PL4,SIDM00042,1298533,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,4.0,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,10.0,0.502298711442336,0.107440613815064,0.420006283108773,8.3221493642692,6.251,0.763147225326217,0.820272735787967,0.100127719430245,0.210968614803222,0.0711831503515041,0.139785464451718,5.21719769495201,0.7265,3.10495166931719,5.5245,0.383327867922153,0.256637543624041,0.412021938217576,0.301495966483886,0.126690324298111,0.110525971733689,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2194,38419,1053:1564,Pancreas,PL4,SIDM00042,1298533,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,1.25,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,10.0,0.906703438361959,0.105670953286101,0.362451719185826,7.81390749655602,4.3949,0.739245131131135,0.789989826613243,0.132172373946463,0.328636220025992,0.126302910684086,0.202333309341906,5.17518393602777,0.7057,2.63872356052825,3.6892,0.670276102188938,0.512947998045198,0.716286492061195,0.541148055125096,0.15732810414374,0.175138436936099,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2195,38419,1561:1564,Pancreas,PL4,SIDM00042,1298533,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,2.0,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,10.0,0.733438970954211,0.105670953286101,0.362451719185826,7.81390749655602,4.3949,0.739245131131135,0.789989826613243,0.123776042343588,0.265836215940237,0.0421803756972022,0.223655840243035,3.12652724879552,0.1706,4.6873802477605,4.2243,0.542191188259731,0.305810196485582,0.579409325495513,0.313740614805554,0.236380991774149,0.265668710689959,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2196,38419,1057:1564,Pancreas,PL4,SIDM00042,1298533,1057,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.0125,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,10.0,0.906858205500539,0.105670953286101,0.362451719185826,7.81390749655602,4.3949,0.739245131131135,0.789989826613243,0.119802202747663,0.328692315641443,0.14768121392586,0.181011101715584,5.56151496253147,0.9224,2.25239253402455,3.4725,0.670390513042592,0.53838745724198,0.716408756526168,0.569377840589018,0.132003055800612,0.14703091593715,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2197,38419,1011:1564,Pancreas,PL4,SIDM00042,1298533,1011,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,Targeted,Advanced clinical trials,4.0,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,10.0,0.609506757914302,0.105670953286101,0.362451719185826,7.81390749655602,4.3949,0.739245131131135,0.789989826613243,0.0844432985945066,0.220916772261418,0.0192956334981349,0.201621138763283,1.81588184201812,0.0688,5.9980256545379,4.3261,0.450574903179671,0.161855236077777,0.481504138004319,0.197264612529914,0.288719667101894,0.284239525474405,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2198,38419,1558:1564,Pancreas,PL4,SIDM00042,1298533,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved,2.5,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,10.0,0.986351369941016,0.105670953286101,0.362451719185826,7.81390749655602,4.3949,0.739245131131135,0.789989826613243,0.131337318866303,0.357504749756416,0.252884120106538,0.104620629649878,6.76354548858633,2.1221,1.05036200796969,2.2728,0.729155447813422,0.674920178815571,0.779207547719438,0.709468878915032,0.0542352689978506,0.069738668804406,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2199,38419,1594:1564,Pancreas,PL4,SIDM00042,1298533,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,10.0,0.42217295024956,0.105670953286101,0.362451719185826,7.81390749655602,4.3949,0.739245131131135,0.789989826613243,0.0970977598789671,0.153017311611705,0.197075127758566,-0.0440578161468606,8.72077164256067,8.2403,-0.906864146004644,-3.8454,0.312089297967255,0.293477526679833,0.333512335768451,0.355485976944523,0.0186117712874211,-0.0219736411760712,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2200,38419,1561:1594,Pancreas,PL4,SIDM00042,1298533,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.5,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,0.695510765245005,0.0967699247927042,0.367462631668522,7.85931713454396,1.8142,0.805335919261529,0.792806942590156,0.0776421566673456,0.255574216150717,0.116497774021745,0.139076442128973,5.63234841519454,0.3875,2.22696871934942,1.4267,0.560119801484876,0.432150897567637,0.551405763332432,0.440590388957603,0.127968903917238,0.110815374374829,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2201,38419,1510:1594,Pancreas,PL4,SIDM00042,1298533,1510,Linsitinib,IGF1R,IGF1R signaling,Targeted,Advanced clinical trials,10.0,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,0.901030902209343,0.0967699247927042,0.367462631668522,7.85931713454396,1.8142,0.805335919261529,0.792806942590156,0.102478567080478,0.331095186540508,0.13073312254669,0.200362063993819,5.27495642806945,0.3025,2.58436070647451,1.5117,0.725632549913807,0.53804763805788,0.714343554759839,0.545032896414295,0.187584911855926,0.169310658345545,True,0.460000596625353,0.0739947369785051,0.724395516121771,66.6564022500615
2202,35944,1564:1053,Pancreas,SUIT-2,SIDM00371,1240219,1564,SCH772984,"ERK1, ERK2",ERK MAPK signaling,Targeted,Experimental only,1.0,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.77655191184996,0.0707279289896904,0.896725689943733,13.7302828929806,265.4343,0.945359306055312,0.976404600791612,0.109309108314429,0.69635404893078,0.352748321418582,0.343605727512198,8.59836460735163,7.57,5.13191828562899,257.8643,0.734120576502404,0.552258488828523,0.758228859483824,0.644543685643741,0.181862087673881,0.113685173840083,True,0.424190196426818,0.0692014474387167,0.816391018500765,59.8351871830716
2203,35944,1372:1053,Pancreas,SUIT-2,SIDM00371,1240219,1372,Trametinib,"MEK1, MEK2",ERK MAPK signaling,Targeted,FDA approved,0.25,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.588888286818773,0.0707279289896904,0.896725689943733,13.7302828929806,265.4343,0.945359306055312,0.976404600791612,0.110475154257324,0.528071255297347,0.318616773632602,0.209454481664746,9.3601548372484,12.8356,4.37012805573222,252.5987,0.556711022171097,0.412553219713037,0.574993232602141,0.510851124475747,0.14415780245806,0.0641421081263942,True,0.424190196426818,0.0692014474387167,0.816391018500765,59.8351871830716
2204,35944,1558:1053,Pancreas,SUIT-2,SIDM00371,1240219,1558,Lapatinib,"EGFR, ERBB2",EGFR signaling,Targeted,FDA approved,2.5,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.942100073757064,0.0707279289896904,0.896725689943733,13.7302828929806,265.4343,0.945359306055312,0.976404600791612,0.0294652726834468,0.844805338635845,0.734650124034321,0.110155214601523,11.7674515674374,68.0904,1.96283132554321,197.3439,0.890623071961636,0.880405649067848,0.919870846422514,0.891421030141928,0.010217422893788,0.0284498162805858,True,0.424190196426818,0.0692014474387167,0.816391018500765,59.8351871830716
2205,35944,1594:1053,Pancreas,SUIT-2,SIDM00371,1240219,1594,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,Targeted,Early clinical trials,4.0,1053,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,Targeted,Early clinical trials,10.0,0.655577840994508,0.0707279289896904,0.896725689943733,13.7302828929806,265.4343,0.945359306055312,0.976404600791612,0.0790497598231048,0.587873491777623,0.40907184974471,0.178801642032913,10.1085187733595,21.5624,3.62176411962111,243.8719,0.619756612827808,0.540227553505712,0.640109220124069,0.588803527568587,0.0795290593220954,0.0513056925554821,True,0.424190196426818,0.0692014474387167,0.816391018500765,59.8351871830716
2206,35944,1561:1054,Pancreas,SUIT-2,SIDM00371,1240219,1561,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,Targeted,Advanced clinical trials,0.5,1054,Palbociclib,"CDK4, CDK6",Cell cycle,Targeted,FDA approved,8.0,0.90140965146319,0.0971666873862165,0.778950678209214,11.7566348355872,54.0654,0.885676523334683,0.94597082698413,0.123835377794645,0.702153659351583,0.535066411884339,0.167087247467244,9.82907309775813,14.2123,1.92756173782902,39.8531,0.798357366208246,0.68994351546226,0.85270723344611,0.799910030057109,0.108413850745987,0.052797203389001,True,0.424190196426818,0.0692014474387167,0.816391018500765,59.8351871830716
