cid,isosmiles,canonicalsmiles
139533670,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC)NC(=O)C=C,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC)NC(=O)C=C
66589919,CC1(CN(CCN1)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC)C,CC1(CN(CCN1)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC)C
44546567,C[C@@H]1CN(CCN1C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,CC1CN(CCN1C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
66589825,CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,CN1CCN(CC1)CC2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
97114175,C[C@@H]1CN(C[C@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,CC1CN(CC(N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
66590004,COC1=CC(=CC(=C1)CCC2=CC(=NN2)NC(=O)C3=CC=C(C=C3)N4CCN5CCCCC5C4)OC,COC1=CC(=CC(=C1)CCC2=CC(=NN2)NC(=O)C3=CC=C(C=C3)N4CCN5CCCCC5C4)OC
16079009,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4.Cl,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4.Cl
9798629,CC1=NC(=CC=C1)C2=C(N=C(N2)C(OC)OC)C3=CC4=C(C=C3)OCO4,CC1=NC(=CC=C1)C2=C(N=C(N2)C(OC)OC)C3=CC4=C(C=C3)OCO4
16731726,CCC1=NC(=CC=C1)C2=C(N=C(N2)C(OC)OC)C3=CC4=C(C=C3)OCO4,CCC1=NC(=CC=C1)C2=C(N=C(N2)C(OC)OC)C3=CC4=C(C=C3)OCO4
10291404,CC1=NC(=CC=C1)C2=C(N=C(N2)/C=C/C(=O)N)C3=CC4=C(C=C3)OCO4,CC1=NC(=CC=C1)C2=C(N=C(N2)C=CC(=O)N)C3=CC4=C(C=C3)OCO4
142081705,CC1=NC(=CC=C1)C2=C(N=C(N2)C#CC(=O)N)C3=CC4=C(C=C3)OCO4,CC1=NC(=CC=C1)C2=C(N=C(N2)C#CC(=O)N)C3=CC4=C(C=C3)OCO4
16731721,CC1=NC(=CC=C1)C2=C(N=C(N2)N)C3=CC4=C(C=C3)OCO4,CC1=NC(=CC=C1)C2=C(N=C(N2)N)C3=CC4=C(C=C3)OCO4
16731723,CC1=NC(=CC=C1)C2=C(N=C(N2)NC(=O)C)C3=CC4=C(C=C3)OCO4,CC1=NC(=CC=C1)C2=C(N=C(N2)NC(=O)C)C3=CC4=C(C=C3)OCO4
46864253,CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4.[Cl-],CC1=NC(=CC=C1)C2=C(N=C(N2)C(C)(C)C)C3=CC4=C(C=C3)OCO4.[Cl-]
10268058,CC1=NC(=CC=C1)C2=C(N=C(N2)C(=O)N)C3=CC4=C(C=C3)OCO4,CC1=NC(=CC=C1)C2=C(N=C(N2)C(=O)N)C3=CC4=C(C=C3)OCO4
70234519,CC1=CC(=CC=C1)CC2=NC(=C(N2)C3=CC=CC(=N3)C)C4=CC5=C(C=C4)OCO5,CC1=CC(=CC=C1)CC2=NC(=C(N2)C3=CC=CC(=N3)C)C4=CC5=C(C=C4)OCO5
141583379,CNCCCNC1=C(C=C2C=NC(=NC2=N1)N)C3=CC(=CC(=C3)OC)OC,CNCCCNC1=C(C=C2C=NC(=NC2=N1)N)C3=CC(=CC(=C3)OC)OC
46209844,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NCCN=[N+]=[N-])C3=CC(=CC(=C3)OC)OC,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NCCN=[N+]=[N-])C3=CC(=CC(=C3)OC)OC
134239953,CCC(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,CCC(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
164788053,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NC)C3=CC(=CC(=C3)OC)OC,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NC)C3=CC(=CC(=C3)OC)OC
5330169,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NCCCO)C3=CC(=CC(=C3)OC)OC,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NCCCO)C3=CC(=CC(=C3)OC)OC
71751475,[2H]C([2H])([2H])C(C([2H])([2H])[2H])(C([2H])([2H])[2H])NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NCCCCN(CC)CC)C3=CC(=CC(=C3)OC)OC,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C
5329132,CCOC1=CC(=CC(=C1)C2=C(N=C3C(=C2)C=NC(=N3)N)NC(=O)NC(C)(C)C)OCC,CCOC1=CC(=CC(=C1)C2=C(N=C3C(=C2)C=NC(=N3)N)NC(=O)NC(C)(C)C)OCC
46209843,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NCC#C)C3=CC(=CC(=C3)OC)OC,CC(C)(C)NC(=O)NC1=C(C=C2C=NC(=NC2=N1)NCC#C)C3=CC(=CC(=C3)OC)OC
143223177,CCOP(CCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C)OCC,CCOP(CCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C)OCC
164788066,CC(C)N1CCN(CC1)CCCNC2=NC3=NC(=C(C=C3C=N2)C4=CC(=CC(=C4)OC)OC)NC(=O)NC(C)(C)C,CC(C)N1CCN(CC1)CCCNC2=NC3=NC(=C(C=C3C=N2)C4=CC(=CC(=C4)OC)OC)NC(=O)NC(C)(C)C
166949330,CC(CCN=[N+]=[N-])CC1=CC(=C(C=C1)SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4)C(=O)NC,CC(CCN=[N+]=[N-])CC1=CC(=C(C=C1)SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4)C(=O)NC
134132134,C[C@H](C1=CC=CC=C1)NC(=O)C2=CC=CC=C2SC3=CC4=C(C=C3)C(=NN4)/C=C/C5=CC=CC=N5,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2SC3=CC4=C(C=C3)C(=NN4)C=CC5=CC=CC=N5
22978047,C1=CC=C(C(=C1)C(=O)NN)SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,C1=CC=C(C(=C1)C(=O)NN)SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
134148310,CSC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2SC3=CC4=C(C=C3)C(=NN4)/C=C/C5=CC=CC=N5,CSC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2SC3=CC4=C(C=C3)C(=NN4)C=CC5=CC=CC=N5
25213804,[2H]C([2H])([2H])NC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
134139274,CC1=CC=CC=C1NC(=O)C2=CC=CC=C2SC3=CC4=C(C=C3)C(=NN4)/C=C/C5=CC=CC=N5,CC1=CC=CC=C1NC(=O)C2=CC=CC=C2SC3=CC4=C(C=C3)C(=NN4)C=CC5=CC=CC=N5
21113489,CNC(=O)C1=CC=CC=C1SC2=CC3=NNC(=C3C=C2)C#CC4=CC=CC=N4,CNC(=O)C1=CC=CC=C1SC2=CC3=NNC(=C3C=C2)C#CC4=CC=CC=N4
22978293,C1=CC=C(C(=C1)C(=O)NCC2=CC=C(C=C2)N)SC3=CC4=C(C=C3)C(=NN4)/C=C/C5=CC=CC=N5,C1=CC=C(C(=C1)C(=O)NCC2=CC=C(C=C2)N)SC3=CC4=C(C=C3)C(=NN4)C=CC5=CC=CC=N5
157674409,C.CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,C.CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
22978250,CNCCNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,CNCCNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
16223229,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.C(=C\C(=O)O)\C(=O)O,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.C(=CC(=O)O)C(=O)O
42634790,[2H]C1(C(N(C(C(N1C2=NC(=NC(=C2)NC3=NC=C(S3)C(=O)NC4=C(C=CC=C4Cl)C)C)([2H])[2H])([2H])[2H])C([2H])([2H])C([2H])([2H])O)([2H])[2H])[2H],CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
21911555,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC=NC(=C3)CNCCCN4CCOCC4,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=NC=NC(=C3)CNCCCN4CCOCC4
158607185,CC[C@@H](CO)O.CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.S,CCC(CO)O.CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.S
71550739,[2H]C1(CN(CC(N1C2=NC(=NC(=C2)NC3=NC=C(S3)C(=O)NC4=C(C=CC=C4Cl)C([2H])([2H])[2H])C)([2H])[2H])CC([2H])([2H])O)[2H],CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO
16223317,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.OP(=O)(O)O,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.OP(=O)(O)O
88570532,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOOC(C)O,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCOOC(C)O
16223227,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.C(=C/C(=O)O)\C(=O)O,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.C(=CC(=O)O)C(=O)O
160231824,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.OO,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO.OO
121382605,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)N(CCOS(=O)(=O)N)C3=NC(=NC(=C3)N4CCN(CC4)CCO)C,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)N(CCOS(=O)(=O)N)C3=NC(=NC(=C3)N4CCN(CC4)CCO)C
89827562,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)CCCC(CN)(F)F)N,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)CCCC(CN)(F)F)N
146185191,CC(C1=C(C=CC(=C1)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCOC4)N,CC(C1=C(C=CC(=C1)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCOC4)N
143189970,CC.CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C(C)(C)C(=O)O)N,CC.CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C(C)(C)C(=O)O)N
73659133,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C3C(=CN=C2N)C(CO3)C4=CN(N=C4)C5CCNCC5,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C3C(=CN=C2N)C(CO3)C4=CN(N=C4)C5CCNCC5
89995657,C1CCC(CC1)N2C=C(C=N2)C3=CC4=C(N[C@@H](O4)C5=C(C=CC(=C5Cl)F)Cl)N=C3,C1CCC(CC1)N2C=C(C=N2)C3=CC4=C(NC(O4)C5=C(C=CC(=C5Cl)F)Cl)N=C3
146185142,CC(C1=C(C=CC(=C1Cl)F)OC)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,CC(C1=C(C=CC(=C1Cl)F)OC)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N
11611816,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4=NNN=N4)N,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4=NNN=N4)N
71727602,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4C(C(NC4F)F)O)N,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4C(C(NC4F)F)O)N
58659203,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)CC4CCC(=O)N4)N,CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)CC4CCC(=O)N4)N
71727171,[2H]C1(CC(CN1)N2C=C(C=N2)C3=CC(=C(N=C3)N)O[C@H](C)C4=C(C=CC(=C4Cl)F)Cl)[2H],CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNC4)N
66678555,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=C(C=CC5=NC=C4)C(=O)N,C1CC2=C(C(=NN2C1)C3=CC=CC=N3)C4=C5C=C(C=CC5=NC=C4)C(=O)N
160346059,CC1=CC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N.O,CC1=CC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N.O
70797958,CC1=CC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N,CC1=CC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)N
134439615,CC1=NC(=CC=C1)C2=NN3[C@@H]4CC[C@@H](C4=C)C3=C2C5=C6C=C(C=CC6=NC=C5)C(=O)N,CC1=NC(=CC=C1)C2=NN3C4CCC(C4=C)C3=C2C5=C6C=C(C=CC6=NC=C5)C(=O)N
124162673,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)NC(=O)Cl,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)NC(=O)Cl
145436088,CC(=C)/C(=C(/C)\N=CC1=NN2CCCC2=C1C3=C4C=C(C=CC4=NC=C3)C(=O)N)/C,CC(=C)C(=C(C)N=CC1=NN2CCCC2=C1C3=C4C=C(C=CC4=NC=C3)C(=O)N)C
53487986,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)NC,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)NC
134439683,CC1=NC(=CC=C1)C2=NN3[C@H]4CC[C@H](C4)C3=C2C5=C6C=C(C=CC6=NC=C5)C(=O)N,CC1=NC(=CC=C1)C2=NN3C4CCC(C4)C3=C2C5=C6C=C(C=CC6=NC=C5)C(=O)N
90125658,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)C,CC1=NC(=CC=C1)C2=NN3CCCC3=C2C4=C5C=C(C=CC5=NC=C4)C(=O)C
46907144,CC1=NC(=CC=C1)C2=C(C=NN2CC3=CC(=CC=C3)C(=O)N)C4=CC5=C(C=C4)N=CC=C5,CC1=NC(=CC=C1)C2=C(C=NN2CC3=CC(=CC=C3)C(=O)N)C4=CC5=C(C=C4)N=CC=C5
118020884,C1=CC(=NC=C1CC(=O)NC2=NC=C(C=C2)C3=NC=CN=C3)C4=CC(=NC=C4)CF,C1=CC(=NC=C1CC(=O)NC2=NC=C(C=C2)C3=NC=CN=C3)C4=CC(=NC=C4)CF
46927135,CC1=CC(=CN=C1C2=CN=NC=C2)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,CC1=CC(=CN=C1C2=CN=NC=C2)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4
46927131,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=CC=CC=N4,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=CC=CC=N4
58447693,CC1=NC=CC(=C1)C2=NC=C(C=C2)CC(=O)NC3=NC=C(C=C3)N4CCN(CC4)C(=O)C,CC1=NC=CC(=C1)C2=NC=C(C=C2)CC(=O)NC3=NC=C(C=C3)N4CCN(CC4)C(=O)C
90749730,CC1=CC(=CN=C1C2=CC(=[N+](C=C2)C)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,CC1=CC(=CN=C1C2=CC(=[N+](C=C2)C)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4
46927133,CC1=NC=CC(=C1)C2=NC=C(C=C2)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4,CC1=NC=CC(=C1)C2=NC=C(C=C2)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4
144049240,CCC.CC1=CC(=CN=C1/C(=C/C=C)/C=C(C)C)CC(=O)NC2=NC=C(C=C2)C3=NC=CN=C3,CCC.CC1=CC(=CN=C1C(=CC=C)C=C(C)C)CC(=O)NC2=NC=C(C=C2)C3=NC=CN=C3
58447803,CC1=CC(=CN=C1C2=CC=NC=C2)CC(=O)NC3=NC=C(C=C3)C4=CC=CC=N4,CC1=CC(=CN=C1C2=CC=NC=C2)CC(=O)NC3=NC=C(C=C3)C4=CC=CC=N4
46927217,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)N4CCN(CC4)C(=O)C,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)N4CCN(CC4)C(=O)C
58447878,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=CC=NC=C4,CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=CC=NC=C4
58735088,CCOC1=C(C=CC(=C1)OC)C2=N[C@@H]([C@@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)CC(C)C,CCOC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)CC(C)C
22721111,CCOC1=CC(=C(C=C1)C2=NC(C(N2C(=O)N3CCNCC3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)OCC,CCOC1=CC(=C(C=C1)C2=NC(C(N2C(=O)N3CCNCC3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl)OCC
142254336,CC(C)OC1=C(C=CC(=C1)OC)C2=NC([C@@H](N2C(=O)N3CCN(CC3)C(=O)CN)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCN(CC3)C(=O)CN)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl
58894240,CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@@]([C@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)(C)C5=CC=C(C=C5)Cl,CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)(C)C5=CC=C(C=C5)Cl
153279722,CC1=CC(=CC=C1)[C@H]2[C@H](N(C(=N2)C3=C(C=C(C=C3)OC)OC(C)C)C(=O)C4CCNC(=O)N4)C5=CC=C(C=C5)Cl,CC1=CC(=CC=C1)C2C(N(C(=N2)C3=C(C=C(C=C3)OC)OC(C)C)C(=O)C4CCNC(=O)N4)C5=CC=C(C=C5)Cl
118880887,CC1=CC=C(C=C1)[C@@H]2[C@@H](N(C(=N2)C3=C(C=C(C=C3)OC)OC(C)C)C(=O)N4CCNC(=O)C4)C5=CC=C(C=C5)Cl,CC1=CC=C(C=C1)C2C(N(C(=N2)C3=C(C=C(C=C3)OC)OC(C)C)C(=O)N4CCNC(=O)C4)C5=CC=C(C=C5)Cl
10129232,CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@@H]([C@@H](N2C(=O)N3CCN(CC3)C(=O)N)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCN(CC3)C(=O)N)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl
118880881,CC(C)OC1=C(C=CC(=C1)OC)C2=NC([C@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=CC=C5Cl,CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=CC=C5Cl
146587534,C/C=C\C(=C/C(=C)[C@H]1[C@H](N(C(=N1)C2=C(C=C(C=C2)OC)OC(C)C)C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)\C,CC=CC(=CC(=C)C1C(N(C(=N1)C2=C(C=C(C=C2)OC)OC(C)C)C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C
11271969,CCCC1C(N(C(=N1)C2=C(C=C(C=C2)OC)OCC)C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl,CCCC1C(N(C(=N1)C2=C(C=C(C=C2)OC)OCC)C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl
