ANCHOR_NAME,LIBRARY_NAME,SIDM,Synergy
Lapatinib,MK-2206,SIDM00664,True
Lapatinib,Trametinib,SIDM01137,True
Lapatinib,SCH772984,SIDM00411,True
Sorafenib,OSI-027,SIDM00533,True
Dasatinib,SCH772984,SIDM00130,True
Sorafenib,Navitoclax,SIDM00455,True
Navitoclax,Dasatinib,SIDM01136,True
Paclitaxel,Navitoclax,SIDM01138,True
Trametinib,Taselisib,SIDM01139,True
Crizotinib,Dasatinib,SIDM01138,True
Paclitaxel,Navitoclax,SIDM01137,True
Crizotinib,Linsitinib,SIDM00950,True
OSI-027,Linsitinib,SIDM00664,True
Lapatinib,Sorafenib,SIDM00505,True
Erlotinib,Linsitinib,SIDM00411,True
Navitoclax,Trametinib,SIDM00934,True
Navitoclax,Paclitaxel,SIDM00531,True
Taselisib,Trametinib,SIDM00132,True
Trametinib,Taselisib,SIDM00950,True
Erlotinib,Navitoclax,SIDM00943,True
SCH772984,Dasatinib,SIDM00934,True
Linsitinib,Dasatinib,SIDM00531,True
Sorafenib,Linsitinib,SIDM00582,True
Lapatinib,Dasatinib,SIDM00950,True
Trametinib,Taselisib,SIDM00042,True
MK-2206,Lapatinib,SIDM01139,True
Navitoclax,Paclitaxel,SIDM00571,True
Taselisib,Navitoclax,SIDM00042,True
Navitoclax,SCH772984,SIDM01139,True
Navitoclax,Taselisib,SIDM00950,True
Paclitaxel,Navitoclax,SIDM00899,True
MK-2206,SCH772984,SIDM00301,True
Dasatinib,Linsitinib,SIDM00583,True
SCH772984,Erlotinib,SIDM00582,True
Navitoclax,Paclitaxel,SIDM01139,True
SCH772984,MK-2206,SIDM00505,True
Crizotinib,Dasatinib,SIDM00453,True
MK-2206,Navitoclax,SIDM00950,True
Dasatinib,Taselisib,SIDM01165,True
Lapatinib,Sorafenib,SIDM00533,True
Crizotinib,OSI-027,SIDM01136,True
Taselisib,SCH772984,SIDM01165,True
Dasatinib,SCH772984,SIDM00411,True
Lapatinib,Linsitinib,SIDM00582,True
Navitoclax,Paclitaxel,SIDM01188,True
SCH772984,Taselisib,SIDM01138,True
Navitoclax,Dasatinib,SIDM00950,True
Trametinib,MK-2206,SIDM00411,True
Navitoclax,Paclitaxel,SIDM00533,True
SCH772984,Taselisib,SIDM00469,True
Navitoclax,Lapatinib,SIDM00899,True
Dasatinib,Taselisib,SIDM00132,True
Navitoclax,Crizotinib,SIDM00531,True
Paclitaxel,Trametinib,SIDM00531,True
Navitoclax,Trametinib,SIDM00455,True
Trametinib,MK-2206,SIDM01139,True
Dactolisib,SCH772984,SIDM00042,True
Erlotinib,OSI-027,SIDM01165,True
Crizotinib,Lapatinib,SIDM00531,True
Taselisib,Trametinib,SIDM00531,True
Navitoclax,Taselisib,SIDM00582,True
OSI-027,Linsitinib,SIDM00899,True
Navitoclax,Crizotinib,SIDM00934,True
Trametinib,MK-2206,SIDM00371,True
MK-2206,Trametinib,SIDM00301,True
SCH772984,MK-2206,SIDM00950,True
MK-2206,Dactolisib,SIDM00670,True
Palbociclib,Lapatinib,SIDM00582,True
SCH772984,Linsitinib,SIDM01139,True
Paclitaxel,Navitoclax,SIDM00453,True
SCH772984,Taselisib,SIDM01139,True
Erlotinib,MK-2206,SIDM00132,True
OSI-027,Lapatinib,SIDM00531,True
Trametinib,Dasatinib,SIDM00371,True
Taselisib,Trametinib,SIDM01137,True
Paclitaxel,Erlotinib,SIDM00371,True
Trametinib,Dasatinib,SIDM00130,True
Palbociclib,MK-2206,SIDM00130,True
MK-2206,SCH772984,SIDM00130,True
Trametinib,Dasatinib,SIDM01136,True
Trametinib,Linsitinib,SIDM00531,True
Trametinib,Taselisib,SIDM01138,True
SCH772984,Dasatinib,SIDM01139,True
Lapatinib,Crizotinib,SIDM00950,True
SCH772984,MK-2206,SIDM00934,True
Dactolisib,Trametinib,SIDM00531,True
Navitoclax,MK-2206,SIDM00943,True
Trametinib,Lapatinib,SIDM00132,True
Linsitinib,SCH772984,SIDM01139,True
Navitoclax,SCH772984,SIDM00899,True
MK-2206,Dasatinib,SIDM00371,True
Erlotinib,Crizotinib,SIDM00132,True
Navitoclax,Dasatinib,SIDM00943,True
Linsitinib,Dasatinib,SIDM00670,True
Lapatinib,Trametinib,SIDM00934,True
Lapatinib,Navitoclax,SIDM01137,True
Navitoclax,MK-2206,SIDM00664,True
Dasatinib,Crizotinib,SIDM00664,True
Navitoclax,OSI-027,SIDM00943,True
Navitoclax,SCH772984,SIDM00411,True
Crizotinib,Lapatinib,SIDM00411,True
Trametinib,Dasatinib,SIDM00670,True
MK-2206,Linsitinib,SIDM00950,True
Linsitinib,Navitoclax,SIDM01136,True
Dasatinib,Crizotinib,SIDM00132,True
Crizotinib,Lapatinib,SIDM00670,True
Erlotinib,MK-2206,SIDM00531,True
Navitoclax,SCH772984,SIDM01137,True
OSI-027,Linsitinib,SIDM00531,True
OSI-027,Linsitinib,SIDM00132,True
SCH772984,Erlotinib,SIDM00371,True
Trametinib,Taselisib,SIDM00531,True
MK-2206,Lapatinib,SIDM00531,True
Lapatinib,Linsitinib,SIDM00950,True
Navitoclax,Lapatinib,SIDM01136,True
SCH772984,Linsitinib,SIDM00469,True
SCH772984,Taselisib,SIDM01165,True
Linsitinib,Lapatinib,SIDM01139,True
Dasatinib,Taselisib,SIDM00469,True
Taselisib,Dasatinib,SIDM00950,True
OSI-027,Erlotinib,SIDM00531,True
Trametinib,MK-2206,SIDM00132,True
Linsitinib,Dasatinib,SIDM00371,True
Linsitinib,Lapatinib,SIDM00132,True
Palbociclib,Lapatinib,SIDM00130,True
OSI-027,Linsitinib,SIDM00583,True
Navitoclax,Dasatinib,SIDM00582,True
Lapatinib,Crizotinib,SIDM00371,True
Palbociclib,Taselisib,SIDM00469,True
Sorafenib,Linsitinib,SIDM00950,True
Navitoclax,SCH772984,SIDM01136,True
Trametinib,Sorafenib,SIDM00531,True
Crizotinib,Erlotinib,SIDM01138,True
SCH772984,MK-2206,SIDM00130,True
SCH772984,Taselisib,SIDM01188,True
SCH772984,Dasatinib,SIDM00301,True
Trametinib,MK-2206,SIDM00453,True
Crizotinib,Navitoclax,SIDM01136,True
Trametinib,Navitoclax,SIDM00455,True
OSI-027,Dasatinib,SIDM00130,True
Taselisib,SCH772984,SIDM00411,True
OSI-027,Taselisib,SIDM00130,True
SCH772984,Taselisib,SIDM00505,True
SCH772984,Dasatinib,SIDM00571,True
Sorafenib,Navitoclax,SIDM01139,True
Paclitaxel,Dasatinib,SIDM00132,True
SCH772984,Navitoclax,SIDM00950,True
Palbociclib,MK-2206,SIDM00469,True
SCH772984,Dasatinib,SIDM00371,True
Taselisib,SCH772984,SIDM00042,True
Navitoclax,Crizotinib,SIDM01138,True
Erlotinib,Trametinib,SIDM00934,True
SCH772984,Linsitinib,SIDM00533,True
SCH772984,OSI-027,SIDM00531,True
SCH772984,Ruxolitinib,SIDM00670,True
Linsitinib,SCH772984,SIDM00371,True
Lapatinib,Palbociclib,SIDM00531,True
MK-2206,Dasatinib,SIDM00455,True
Linsitinib,Lapatinib,SIDM00531,True
Navitoclax,Lapatinib,SIDM00130,True
MK-2206,Lapatinib,SIDM00132,True
OSI-027,Linsitinib,SIDM00533,True
Taselisib,Trametinib,SIDM00130,True
OSI-027,Linsitinib,SIDM01137,True
Dasatinib,Erlotinib,SIDM01139,True
Dasatinib,Taselisib,SIDM00950,True
Navitoclax,Taselisib,SIDM01136,True
Navitoclax,Sorafenib,SIDM00531,True
Navitoclax,Paclitaxel,SIDM01135,True
Lapatinib,MK-2206,SIDM00455,True
Navitoclax,Dactolisib,SIDM00943,True
Taselisib,SCH772984,SIDM00132,True
Taselisib,Trametinib,SIDM00505,True
Trametinib,Linsitinib,SIDM01139,True
Linsitinib,Lapatinib,SIDM00505,True
MK-2206,Trametinib,SIDM01138,True
Linsitinib,OSI-027,SIDM00371,True
Navitoclax,Trametinib,SIDM00943,True
SCH772984,Dasatinib,SIDM01136,True
Crizotinib,Erlotinib,SIDM01139,True
Navitoclax,Linsitinib,SIDM00042,True
Dasatinib,Lapatinib,SIDM00582,True
Lapatinib,MK-2206,SIDM01137,True
Dasatinib,Erlotinib,SIDM00042,True
Erlotinib,SCH772984,SIDM00411,True
Crizotinib,Navitoclax,SIDM00670,True
Linsitinib,MK-2206,SIDM00582,True
Navitoclax,Crizotinib,SIDM00411,True
SCH772984,Linsitinib,SIDM00132,True
Trametinib,Dasatinib,SIDM00531,True
Linsitinib,Erlotinib,SIDM01139,True
MK-2206,Paclitaxel,SIDM00531,True
Sorafenib,Navitoclax,SIDM00531,True
Linsitinib,SCH772984,SIDM00130,True
Linsitinib,OSI-027,SIDM00583,True
Lapatinib,Crizotinib,SIDM00934,True
SCH772984,OSI-027,SIDM00371,True
Trametinib,Navitoclax,SIDM00670,True
Paclitaxel,Erlotinib,SIDM00531,True
Crizotinib,Navitoclax,SIDM00950,True
SCH772984,Linsitinib,SIDM00130,True
Trametinib,Lapatinib,SIDM00042,True
Trametinib,Dasatinib,SIDM00943,True
Navitoclax,Crizotinib,SIDM00042,True
SCH772984,Navitoclax,SIDM00670,True
Taselisib,Trametinib,SIDM00950,True
SCH772984,Dasatinib,SIDM00455,True
Lapatinib,Linsitinib,SIDM01139,True
Dasatinib,Linsitinib,SIDM00531,True
Paclitaxel,Navitoclax,SIDM00950,True
Erlotinib,Dasatinib,SIDM00950,True
Navitoclax,Trametinib,SIDM00411,True
Lapatinib,Trametinib,SIDM00533,True
Dactolisib,Dasatinib,SIDM00950,True
Paclitaxel,MK-2206,SIDM00531,True
Paclitaxel,MK-2206,SIDM00571,True
Lapatinib,Trametinib,SIDM00531,True
SCH772984,Erlotinib,SIDM01139,True
SCH772984,Lapatinib,SIDM00582,True
Trametinib,Taselisib,SIDM00505,True
Trametinib,Lapatinib,SIDM00582,True
Taselisib,SCH772984,SIDM01139,True
SCH772984,MK-2206,SIDM00469,True
Lapatinib,Navitoclax,SIDM00132,True
Linsitinib,Dasatinib,SIDM00453,True
Dasatinib,Taselisib,SIDM00943,True
SCH772984,Lapatinib,SIDM00934,True
MK-2206,SCH772984,SIDM00950,True
Lapatinib,Linsitinib,SIDM00132,True
Crizotinib,Dasatinib,SIDM00132,True
Dasatinib,Linsitinib,SIDM00533,True
Navitoclax,Lapatinib,SIDM01139,True
Trametinib,Crizotinib,SIDM01136,True
Lapatinib,MK-2206,SIDM00943,True
Lapatinib,MK-2206,SIDM00505,True
Taselisib,Trametinib,SIDM00301,True
SCH772984,Dactolisib,SIDM00670,True
Sorafenib,MK-2206,SIDM00664,True
Navitoclax,Erlotinib,SIDM00934,True
Trametinib,Crizotinib,SIDM00469,True
OSI-027,Linsitinib,SIDM00371,True
Navitoclax,Lapatinib,SIDM00531,True
MK-2206,SCH772984,SIDM00411,True
OSI-027,MK-2206,SIDM00371,True
Taselisib,OSI-027,SIDM00531,True
MK-2206,Dasatinib,SIDM00670,True
Dasatinib,Trametinib,SIDM00950,True
Trametinib,MK-2206,SIDM00533,True
Lapatinib,MK-2206,SIDM00301,True
Lapatinib,Trametinib,SIDM00950,True
SCH772984,MK-2206,SIDM00411,True
Crizotinib,Dasatinib,SIDM00455,True
SCH772984,Lapatinib,SIDM00371,True
SCH772984,Taselisib,SIDM00411,True
Paclitaxel,Navitoclax,SIDM00301,True
Taselisib,SCH772984,SIDM00670,True
Dasatinib,Linsitinib,SIDM00455,True
Crizotinib,Navitoclax,SIDM00582,True
Navitoclax,Crizotinib,SIDM00950,True
Lapatinib,Trametinib,SIDM01138,True
OSI-027,MK-2206,SIDM00950,True
OSI-027,Taselisib,SIDM00042,True
SCH772984,Crizotinib,SIDM00531,True
Navitoclax,Paclitaxel,SIDM00453,True
Dasatinib,Crizotinib,SIDM00469,True
Navitoclax,Paclitaxel,SIDM00130,True
Lapatinib,MK-2206,SIDM01139,True
MK-2206,OSI-027,SIDM00583,True
SCH772984,Dasatinib,SIDM00531,True
Lapatinib,Taselisib,SIDM00943,True
Lapatinib,Crizotinib,SIDM00132,True
Lapatinib,MK-2206,SIDM00453,True
OSI-027,Erlotinib,SIDM00042,True
Sorafenib,Lapatinib,SIDM00505,True
Trametinib,Linsitinib,SIDM00469,True
Trametinib,Lapatinib,SIDM01139,True
Sorafenib,Linsitinib,SIDM00531,True
Taselisib,Dasatinib,SIDM00943,True
MK-2206,Dactolisib,SIDM00531,True
Lapatinib,MK-2206,SIDM00583,True
Lapatinib,Sorafenib,SIDM01135,True
Lapatinib,Crizotinib,SIDM00411,True
Trametinib,Linsitinib,SIDM00582,True
Navitoclax,Dasatinib,SIDM01135,True
Lapatinib,SCH772984,SIDM00531,True
MK-2206,Erlotinib,SIDM00531,True
Paclitaxel,Navitoclax,SIDM00670,True
MK-2206,SCH772984,SIDM00371,True
Lapatinib,Crizotinib,SIDM01136,True
Lapatinib,Galunisertib,SIDM00533,True
Taselisib,Trametinib,SIDM00042,True
Sorafenib,Navitoclax,SIDM01135,True
SCH772984,Navitoclax,SIDM00411,True
Dasatinib,Linsitinib,SIDM00582,True
Erlotinib,Paclitaxel,SIDM00531,True
Taselisib,Dasatinib,SIDM00132,True
Crizotinib,Navitoclax,SIDM01139,True
Linsitinib,SCH772984,SIDM00411,True
SCH772984,Sorafenib,SIDM00943,True
Navitoclax,Taselisib,SIDM00943,True
SCH772984,Navitoclax,SIDM01135,True
Dasatinib,Crizotinib,SIDM01138,True
Lapatinib,Crizotinib,SIDM00531,True
Lapatinib,Paclitaxel,SIDM00531,True
Linsitinib,Lapatinib,SIDM00582,True
SCH772984,Lapatinib,SIDM01139,True
Navitoclax,Crizotinib,SIDM00132,True
SCH772984,Navitoclax,SIDM00455,True
MK-2206,SCH772984,SIDM00132,True
Navitoclax,Paclitaxel,SIDM00943,True
Lapatinib,MK-2206,SIDM00469,True
Navitoclax,Linsitinib,SIDM01138,True
Dasatinib,Paclitaxel,SIDM00943,True
Paclitaxel,Linsitinib,SIDM00531,True
Linsitinib,MK-2206,SIDM00455,True
Paclitaxel,Dasatinib,SIDM00950,True
Dactolisib,SCH772984,SIDM00531,True
Lapatinib,SCH772984,SIDM00042,True
SCH772984,Lapatinib,SIDM00130,True
Dasatinib,Palbociclib,SIDM00950,True
MK-2206,Lapatinib,SIDM00042,True
MK-2206,OSI-027,SIDM00130,True
Navitoclax,Sorafenib,SIDM00934,True
SCH772984,Linsitinib,SIDM00371,True
Linsitinib,SCH772984,SIDM00583,True
Trametinib,Lapatinib,SIDM01137,True
Trametinib,Erlotinib,SIDM00531,True
SCH772984,MK-2206,SIDM00582,True
OSI-027,Linsitinib,SIDM00950,True
Taselisib,OSI-027,SIDM00371,True
Lapatinib,Navitoclax,SIDM00130,True
Taselisib,Trametinib,SIDM00583,True
Lapatinib,MK-2206,SIDM00130,True
Trametinib,OSI-027,SIDM00531,True
Crizotinib,Erlotinib,SIDM00582,True
Paclitaxel,Lapatinib,SIDM00371,True
Dasatinib,Navitoclax,SIDM00455,True
SCH772984,Navitoclax,SIDM00469,True
MK-2206,SCH772984,SIDM01165,True
Lapatinib,Crizotinib,SIDM01165,True
Ruxolitinib,MK-2206,SIDM00950,True
Crizotinib,Navitoclax,SIDM00469,True
Trametinib,Erlotinib,SIDM01137,True
Lapatinib,Dasatinib,SIDM00132,True
MK-2206,Trametinib,SIDM00411,True
Dasatinib,Lapatinib,SIDM00132,True
Lapatinib,Navitoclax,SIDM00582,True
Navitoclax,Taselisib,SIDM01138,True
Taselisib,Dasatinib,SIDM01139,True
Navitoclax,Trametinib,SIDM00132,True
Linsitinib,Lapatinib,SIDM00533,True
MK-2206,SCH772984,SIDM00670,True
Taselisib,SCH772984,SIDM00130,True
Taselisib,Dasatinib,SIDM01165,True
MK-2206,SCH772984,SIDM00533,True
Navitoclax,Paclitaxel,SIDM00132,True
Palbociclib,Dasatinib,SIDM00950,True
Crizotinib,Trametinib,SIDM00531,True
Navitoclax,Crizotinib,SIDM01135,True
Lapatinib,Linsitinib,SIDM00130,True
Navitoclax,Trametinib,SIDM00950,True
Paclitaxel,Navitoclax,SIDM01188,True
OSI-027,Lapatinib,SIDM00042,True
Trametinib,Erlotinib,SIDM00582,True
Dasatinib,OSI-027,SIDM00531,True
Dasatinib,Taselisib,SIDM00582,True
Dactolisib,Crizotinib,SIDM00571,True
Navitoclax,SCH772984,SIDM00531,True
Navitoclax,SCH772984,SIDM00950,True
Navitoclax,SCH772984,SIDM00053,True
Trametinib,Dasatinib,SIDM00505,True
Navitoclax,SCH772984,SIDM01138,True
Dactolisib,Dasatinib,SIDM00130,True
SCH772984,MK-2206,SIDM01139,True
Dasatinib,Taselisib,SIDM01136,True
MK-2206,Erlotinib,SIDM01139,True
Trametinib,Dactolisib,SIDM00469,True
Dactolisib,Taselisib,SIDM00042,True
Erlotinib,Linsitinib,SIDM01139,True
SCH772984,MK-2206,SIDM00453,True
Dasatinib,Crizotinib,SIDM00533,True
MK-2206,Trametinib,SIDM00583,True
Paclitaxel,Taselisib,SIDM00531,True
Trametinib,MK-2206,SIDM00664,True
Dasatinib,Linsitinib,SIDM00453,True
Lapatinib,Navitoclax,SIDM01135,True
SCH772984,Taselisib,SIDM00301,True
Navitoclax,Crizotinib,SIDM01136,True
SCH772984,OSI-027,SIDM00670,True
Trametinib,Dasatinib,SIDM00455,True
MK-2206,SCH772984,SIDM01137,True
Dasatinib,Navitoclax,SIDM01135,True
SCH772984,Linsitinib,SIDM00505,True
SCH772984,Taselisib,SIDM00533,True
SCH772984,MK-2206,SIDM00670,True
Trametinib,Dasatinib,SIDM00301,True
SCH772984,Palbociclib,SIDM00531,True
Navitoclax,Dactolisib,SIDM00582,True
Linsitinib,OSI-027,SIDM00670,True
Paclitaxel,Navitoclax,SIDM00531,True
Crizotinib,Navitoclax,SIDM00455,True
MK-2206,Lapatinib,SIDM00943,True
MK-2206,SCH772984,SIDM00455,True
OSI-027,Erlotinib,SIDM01139,True
Trametinib,OSI-027,SIDM01139,True
Linsitinib,Lapatinib,SIDM00371,True
Dasatinib,Navitoclax,SIDM00533,True
Linsitinib,OSI-027,SIDM00533,True
OSI-027,Erlotinib,SIDM00583,True
Palbociclib,Lapatinib,SIDM00455,True
Lapatinib,Navitoclax,SIDM00664,True
SCH772984,Taselisib,SIDM00670,True
Lapatinib,MK-2206,SIDM00132,True
Lapatinib,Crizotinib,SIDM00582,True
OSI-027,MK-2206,SIDM00583,True
Taselisib,Dasatinib,SIDM00301,True
SCH772984,MK-2206,SIDM00531,True
Trametinib,Taselisib,SIDM01165,True
Lapatinib,MK-2206,SIDM00582,True
SCH772984,Dasatinib,SIDM00130,True
Navitoclax,Trametinib,SIDM01138,True
Linsitinib,SCH772984,SIDM00531,True
Dactolisib,SCH772984,SIDM01138,True
OSI-027,Linsitinib,SIDM01139,True
Linsitinib,Erlotinib,SIDM00943,True
Crizotinib,Lapatinib,SIDM00943,True
Dasatinib,Trametinib,SIDM00132,True
Sorafenib,Navitoclax,SIDM00670,True
Crizotinib,Dasatinib,SIDM00301,True
Lapatinib,SCH772984,SIDM00582,True
OSI-027,Linsitinib,SIDM00670,True
Dasatinib,Taselisib,SIDM00531,True
Trametinib,MK-2206,SIDM00505,True
MK-2206,Trametinib,SIDM00531,True
Lapatinib,MK-2206,SIDM00934,True
Dasatinib,Trametinib,SIDM00571,True
Lapatinib,SCH772984,SIDM00899,True
Navitoclax,Crizotinib,SIDM00899,True
OSI-027,Taselisib,SIDM00531,True
Navitoclax,MK-2206,SIDM00950,True
Navitoclax,SCH772984,SIDM00042,True
Crizotinib,Dasatinib,SIDM00950,True
Crizotinib,Lapatinib,SIDM00132,True
SCH772984,MK-2206,SIDM00533,True
Paclitaxel,Trametinib,SIDM00132,True
Trametinib,Paclitaxel,SIDM00531,True
Dactolisib,MK-2206,SIDM00670,True
Navitoclax,OSI-027,SIDM00582,True
Taselisib,SCH772984,SIDM00301,True
Crizotinib,Erlotinib,SIDM00934,True
Trametinib,Navitoclax,SIDM00950,True
MK-2206,OSI-027,SIDM00371,True
Navitoclax,Lapatinib,SIDM01138,True
Trametinib,MK-2206,SIDM00469,True
Taselisib,SCH772984,SIDM00582,True
SCH772984,MK-2206,SIDM01138,True
Erlotinib,Crizotinib,SIDM00531,True
Navitoclax,Sorafenib,SIDM00469,True
Paclitaxel,Ruxolitinib,SIDM00950,True
Dasatinib,Crizotinib,SIDM00453,True
Paclitaxel,Navitoclax,SIDM00571,True
Lapatinib,MK-2206,SIDM00531,True
Lapatinib,Navitoclax,SIDM01136,True
SCH772984,Taselisib,SIDM00934,True
Lapatinib,Crizotinib,SIDM00469,True
MK-2206,Erlotinib,SIDM01165,True
Trametinib,Erlotinib,SIDM00934,True
Paclitaxel,Linsitinib,SIDM00042,True
Navitoclax,Trametinib,SIDM01136,True
Taselisib,Navitoclax,SIDM00950,True
OSI-027,Taselisib,SIDM00371,True
Sorafenib,Navitoclax,SIDM00469,True
Trametinib,Paclitaxel,SIDM00943,True
Linsitinib,OSI-027,SIDM00130,True
Linsitinib,Trametinib,SIDM00531,True
MK-2206,Lapatinib,SIDM00505,True
SCH772984,Taselisib,SIDM00130,True
Navitoclax,Paclitaxel,SIDM00934,True
Paclitaxel,Navitoclax,SIDM00411,True
Paclitaxel,Navitoclax,SIDM00934,True
Crizotinib,SCH772984,SIDM01139,True
Taselisib,Paclitaxel,SIDM00371,True
Dactolisib,Erlotinib,SIDM01139,True
Taselisib,Trametinib,SIDM01138,True
Dasatinib,Trametinib,SIDM00505,True
Lapatinib,Taselisib,SIDM00531,True
Erlotinib,MK-2206,SIDM00130,True
Dasatinib,MK-2206,SIDM00132,True
MK-2206,Trametinib,SIDM01139,True
Trametinib,Dactolisib,SIDM00531,True
Erlotinib,SCH772984,SIDM00582,True
Sorafenib,Lapatinib,SIDM00042,True
Lapatinib,MK-2206,SIDM00950,True
Linsitinib,Lapatinib,SIDM00130,True
Dactolisib,Erlotinib,SIDM01165,True
Trametinib,MK-2206,SIDM00943,True
Sorafenib,Linsitinib,SIDM00042,True
Trametinib,MK-2206,SIDM00531,True
Trametinib,MK-2206,SIDM01165,True
Linsitinib,OSI-027,SIDM01138,True
Navitoclax,Sorafenib,SIDM01139,True
MK-2206,Lapatinib,SIDM00582,True
SCH772984,Dasatinib,SIDM00950,True
MK-2206,Lapatinib,SIDM00130,True
Erlotinib,MK-2206,SIDM01139,True
Dasatinib,Paclitaxel,SIDM00132,True
Lapatinib,Navitoclax,SIDM00531,True
Trametinib,Dasatinib,SIDM00582,True
OSI-027,Dasatinib,SIDM00670,True
Lapatinib,MK-2206,SIDM01165,True
MK-2206,SCH772984,SIDM01138,True
SCH772984,Navitoclax,SIDM01137,True
Erlotinib,Dasatinib,SIDM00130,True
SCH772984,Linsitinib,SIDM01137,True
Sorafenib,Lapatinib,SIDM00582,True
Paclitaxel,Lapatinib,SIDM00132,True
Sorafenib,Linsitinib,SIDM00453,True
Trametinib,Erlotinib,SIDM01139,True
Lapatinib,Linsitinib,SIDM00533,True
Lapatinib,Navitoclax,SIDM00505,True
Sorafenib,Linsitinib,SIDM01165,True
SCH772984,Dactolisib,SIDM01137,True
Paclitaxel,Taselisib,SIDM00132,True
Navitoclax,Sorafenib,SIDM00582,True
Crizotinib,Taselisib,SIDM00531,True
Crizotinib,SCH772984,SIDM00670,True
MK-2206,Trametinib,SIDM00132,True
Trametinib,MK-2206,SIDM00301,True
Dasatinib,SCH772984,SIDM00301,True
Crizotinib,MK-2206,SIDM00582,True
SCH772984,Taselisib,SIDM00042,True
MK-2206,Lapatinib,SIDM00301,True
MK-2206,Lapatinib,SIDM00453,True
Navitoclax,Paclitaxel,SIDM00455,True
Dactolisib,Linsitinib,SIDM00042,True
MK-2206,Trametinib,SIDM00950,True
SCH772984,MK-2206,SIDM00371,True
Paclitaxel,Navitoclax,SIDM00455,True
Lapatinib,Navitoclax,SIDM00455,True
Dasatinib,Trametinib,SIDM01136,True
Paclitaxel,Navitoclax,SIDM01135,True
Lapatinib,Sorafenib,SIDM00899,True
Lapatinib,MK-2206,SIDM00571,True
Erlotinib,Palbociclib,SIDM00950,True
Navitoclax,Dasatinib,SIDM00455,True
Taselisib,SCH772984,SIDM00950,True
Lapatinib,Navitoclax,SIDM01139,True
Navitoclax,Trametinib,SIDM00042,True
Linsitinib,SCH772984,SIDM00053,True
Dasatinib,OSI-027,SIDM00533,True
MK-2206,Dasatinib,SIDM00130,True
Taselisib,Trametinib,SIDM00582,True
