ANCHOR_NAME,LIBRARY_NAME,SIDM,Synergy
Pictilisib,SCH772984,SIDM01062,True
Trametinib,NU7441,SIDM01186,True
MK-2206,Vorinostat,SIDM01042,True
Navitoclax,Lapatinib,SIDM01062,True
Trametinib,Tozasertib,SIDM00954,True
PD173074,Uprosertib,SIDM00879,True
Vorinostat,Afatinib,SIDM01186,True
MK-2206,KU-55933,SIDM00631,True
Pictilisib,Sapitinib,SIDM00774,True
MK-2206,Lapatinib,SIDM00938,True
Axitinib,Navitoclax,SIDM01001,True
OSI-027,Sapitinib,SIDM00630,True
Navitoclax,PD173074,SIDM00940,True
Navitoclax,Sapitinib,SIDM01001,True
Crizotinib,Sapitinib,SIDM01062,True
OSI-027,MK-2206,SIDM00628,True
Sapitinib,Linsitinib,SIDM00631,True
Navitoclax,NU7441,SIDM00673,True
Axitinib,Navitoclax,SIDM00892,True
Pictilisib,SCH772984,SIDM00772,True
Navitoclax,Doramapimod,SIDM00633,True
Trametinib,Lapatinib,SIDM00878,True
Taselisib,SCH772984,SIDM00146,True
Taselisib,Afatinib,SIDM00893,True
Sapitinib,NU7441,SIDM00772,True
Sapitinib,Trametinib,SIDM00878,True
Trametinib,Uprosertib,SIDM00633,True
Navitoclax,Sorafenib,SIDM00882,True
Vorinostat,Sapitinib,SIDM00774,True
Navitoclax,MK-2206,SIDM01056,True
Linsitinib,AZD6482,SIDM01001,True
OSI-027,Uprosertib,SIDM01001,True
Navitoclax,GSK269962A,SIDM00940,True
Sapitinib,AZD6482,SIDM00241,True
Sapitinib,ZM447439,SIDM01186,True
Pictilisib,ZM447439,SIDM00933,True
Taselisib,Doramapimod,SIDM00241,True
Sapitinib,Taselisib,SIDM00772,True
Pictilisib,Crizotinib,SIDM00933,True
Navitoclax,Paclitaxel,SIDM00772,True
Pictilisib,PF-4708671,SIDM00135,True
OSI-027,Uprosertib,SIDM00933,True
Crizotinib,Palbociclib,SIDM00628,True
Navitoclax,NU7441,SIDM01062,True
Pictilisib,Trametinib,SIDM01186,True
Navitoclax,Sapitinib,SIDM00893,True
Taselisib,Navitoclax,SIDM00870,True
Navitoclax,PF-4708671,SIDM01056,True
Taselisib,Trametinib,SIDM00872,True
Navitoclax,NU7441,SIDM00633,True
PD173074,MK-2206,SIDM01001,True
Linsitinib,Sapitinib,SIDM00877,True
PD173074,Ribociclib,SIDM00135,True
Trametinib,Navitoclax,SIDM00928,True
Navitoclax,Sapitinib,SIDM00954,True
Trametinib,Lapatinib,SIDM00928,True
Linsitinib,Uprosertib,SIDM00628,True
Navitoclax,GSK269962A,SIDM00529,True
Vorinostat,Uprosertib,SIDM00875,True
Crizotinib,Pictilisib,SIDM00933,True
Navitoclax,PF-4708671,SIDM00122,True
Vorinostat,GSK269962A,SIDM00882,True
Navitoclax,Taselisib,SIDM00920,True
Lapatinib,Taselisib,SIDM00774,True
Pictilisib,PF-4708671,SIDM00879,True
PD173074,Tozasertib,SIDM00933,True
Navitoclax,Ribociclib,SIDM00954,True
Navitoclax,Venetoclax,SIDM00241,True
Vorinostat,MK-2206,SIDM01001,True
Lapatinib,Sapitinib,SIDM01001,True
MK-2206,Lapatinib,SIDM01186,True
Lapatinib,MK-2206,SIDM00875,True
MK-2206,Alpelisib,SIDM00938,True
Vorinostat,OSI-027,SIDM00877,True
Taselisib,Nilotinib,SIDM01037,True
Taselisib,OSI-027,SIDM01001,True
MK-2206,Trametinib,SIDM01037,True
Lapatinib,Navitoclax,SIDM00633,True
Taselisib,Alisertib,SIDM00148,True
Vorinostat,OSI-027,SIDM00879,True
Navitoclax,Taselisib,SIDM00881,True
Vorinostat,Afatinib,SIDM00928,True
Navitoclax,MK-2206,SIDM01062,True
MK-2206,Alisertib,SIDM00673,True
Pictilisib,Linsitinib,SIDM00875,True
PD173074,SCH772984,SIDM00928,True
Palbociclib,Venetoclax,SIDM00148,True
Navitoclax,Pictilisib,SIDM01187,True
Navitoclax,GSK269962A,SIDM00122,True
Taselisib,Sapitinib,SIDM01042,True
Linsitinib,Sapitinib,SIDM00928,True
Vorinostat,AZD6482,SIDM00135,True
Navitoclax,Sorafenib,SIDM00135,True
Navitoclax,Crizotinib,SIDM01062,True
Navitoclax,ZM447439,SIDM00940,True
Vorinostat,GSK269962A,SIDM01001,True
Lapatinib,Nilotinib,SIDM00772,True
Vorinostat,Navitoclax,SIDM01001,True
Axitinib,Alpelisib,SIDM01001,True
Lapatinib,Palbociclib,SIDM00774,True
Vorinostat,Afatinib,SIDM00933,True
Vorinostat,Lapatinib,SIDM00877,True
Pictilisib,Lapatinib,SIDM01186,True
Navitoclax,Tozasertib,SIDM00332,True
Lapatinib,SCH772984,SIDM00971,True
Sapitinib,Crizotinib,SIDM00631,True
Vorinostat,Paclitaxel,SIDM00332,True
Sapitinib,Linsitinib,SIDM00928,True
Navitoclax,Alpelisib,SIDM01001,True
Navitoclax,Lapatinib,SIDM00673,True
Navitoclax,Paclitaxel,SIDM00940,True
Sapitinib,Uprosertib,SIDM01186,True
Navitoclax,Alpelisib,SIDM00928,True
Pictilisib,Afatinib,SIDM00630,True
Taselisib,GSK269962A,SIDM00673,True
Pictilisib,MK-2206,SIDM00893,True
Navitoclax,Sapitinib,SIDM00774,True
Vorinostat,Trametinib,SIDM01186,True
Sapitinib,Alpelisib,SIDM00633,True
Crizotinib,Alpelisib,SIDM00628,True
PD173074,Lapatinib,SIDM00879,True
Taselisib,NU7441,SIDM00875,True
Navitoclax,AZD6482,SIDM00892,True
Navitoclax,Vorinostat,SIDM00630,True
OSI-027,Trametinib,SIDM00146,True
Navitoclax,Lapatinib,SIDM00971,True
Crizotinib,Lapatinib,SIDM00878,True
Navitoclax,GSK269962A,SIDM00872,True
Sapitinib,OSI-027,SIDM01186,True
Pictilisib,Palbociclib,SIDM00933,True
Trametinib,Tozasertib,SIDM00928,True
Taselisib,SCH772984,SIDM01062,True
Navitoclax,Alisertib,SIDM00893,True
Navitoclax,GSK269962A,SIDM00528,True
Trametinib,Afatinib,SIDM00928,True
Navitoclax,Linsitinib,SIDM00241,True
Trametinib,Doramapimod,SIDM00878,True
Navitoclax,Vorinostat,SIDM00874,True
Linsitinib,Afatinib,SIDM00528,True
Linsitinib,Afatinib,SIDM00875,True
Taselisib,Afatinib,SIDM00933,True
Lapatinib,ZM447439,SIDM00893,True
Navitoclax,Paclitaxel,SIDM00097,True
Navitoclax,NU7441,SIDM00933,True
Lapatinib,Navitoclax,SIDM01187,True
PD173074,Sapitinib,SIDM00272,True
Linsitinib,Sapitinib,SIDM01062,True
Axitinib,Afatinib,SIDM00877,True
Navitoclax,PF-4708671,SIDM01186,True
Taselisib,Trametinib,SIDM00122,True
Navitoclax,Tozasertib,SIDM01056,True
Palbociclib,Doramapimod,SIDM00938,True
Navitoclax,Axitinib,SIDM00146,True
MK-2206,Alisertib,SIDM00920,True
Pictilisib,Vorinostat,SIDM00872,True
MK-2206,AZD6482,SIDM00920,True
Lapatinib,NU7441,SIDM01002,True
Taselisib,Alisertib,SIDM00933,True
Crizotinib,Navitoclax,SIDM01056,True
PD173074,Tozasertib,SIDM00562,True
Sapitinib,ZM447439,SIDM00772,True
Navitoclax,Lapatinib,SIDM00892,True
Navitoclax,Lapatinib,SIDM00940,True
MK-2206,Afatinib,SIDM00528,True
Axitinib,Sapitinib,SIDM00884,True
Taselisib,Trametinib,SIDM00940,True
Lapatinib,Doramapimod,SIDM01186,True
Navitoclax,Lapatinib,SIDM00879,True
Taselisib,ZM447439,SIDM01056,True
MK-2206,Sapitinib,SIDM01042,True
Sapitinib,Navitoclax,SIDM01002,True
Vorinostat,Linsitinib,SIDM00885,True
Taselisib,NU7441,SIDM00633,True
Lapatinib,Pictilisib,SIDM00892,True
Navitoclax,Afatinib,SIDM01002,True
Navitoclax,Tozasertib,SIDM00148,True
Linsitinib,GSK269962A,SIDM00875,True
Lapatinib,Axitinib,SIDM00528,True
PD173074,Afatinib,SIDM00878,True
Sapitinib,ZM447439,SIDM01062,True
MK-2206,Taselisib,SIDM00241,True
Navitoclax,Tozasertib,SIDM00879,True
Navitoclax,SB216763,SIDM00135,True
PD173074,Lapatinib,SIDM00878,True
Pictilisib,NU7441,SIDM00971,True
Taselisib,Sapitinib,SIDM00938,True
Lapatinib,PF-4708671,SIDM00938,True
PD173074,MK-2206,SIDM00940,True
Crizotinib,Ribociclib,SIDM00928,True
Navitoclax,Linsitinib,SIDM00675,True
Axitinib,AZD6482,SIDM00628,True
Lapatinib,NU7441,SIDM01186,True
MK-2206,Sapitinib,SIDM00872,True
Pictilisib,Afatinib,SIDM00528,True
PD173074,Sapitinib,SIDM00878,True
Lapatinib,Linsitinib,SIDM00774,True
PD173074,Taselisib,SIDM00882,True
Vorinostat,Afatinib,SIDM00893,True
Pictilisib,Linsitinib,SIDM00774,True
Trametinib,Alpelisib,SIDM00633,True
Taselisib,Lapatinib,SIDM00528,True
Trametinib,GSK269962A,SIDM00878,True
Navitoclax,Tozasertib,SIDM00135,True
Vorinostat,Navitoclax,SIDM00272,True
Trametinib,Doramapimod,SIDM00877,True
Navitoclax,GSK269962A,SIDM00892,True
MK-2206,Alpelisib,SIDM00241,True
Lapatinib,Linsitinib,SIDM01001,True
Lapatinib,NU7441,SIDM00963,True
Vorinostat,Trametinib,SIDM00877,True
Trametinib,Doramapimod,SIDM00633,True
MK-2206,Doramapimod,SIDM01186,True
OSI-027,Nilotinib,SIDM01037,True
Taselisib,Axitinib,SIDM01037,True
Navitoclax,AZD6482,SIDM00878,True
Crizotinib,Sapitinib,SIDM00885,True
Navitoclax,Taselisib,SIDM00332,True
Sapitinib,Tozasertib,SIDM00893,True
Lapatinib,Navitoclax,SIDM01001,True
Axitinib,Alpelisib,SIDM00933,True
Taselisib,Doramapimod,SIDM00528,True
Sapitinib,Alpelisib,SIDM00772,True
Axitinib,SCH772984,SIDM00148,True
Navitoclax,Doramapimod,SIDM00954,True
Navitoclax,Lapatinib,SIDM00893,True
Navitoclax,Alisertib,SIDM01037,True
Navitoclax,MK-2206,SIDM01037,True
Navitoclax,Doramapimod,SIDM00675,True
Trametinib,Uprosertib,SIDM01062,True
MK-2206,KU-55933,SIDM01001,True
Axitinib,Navitoclax,SIDM00774,True
Navitoclax,Tozasertib,SIDM00241,True
Navitoclax,Vorinostat,SIDM00631,True
Vorinostat,Taselisib,SIDM01002,True
MK-2206,Afatinib,SIDM00673,True
OSI-027,Trametinib,SIDM00272,True
Vorinostat,AZD6482,SIDM00630,True
MK-2206,Navitoclax,SIDM00272,True
MK-2206,Trametinib,SIDM00673,True
Taselisib,Paclitaxel,SIDM00933,True
Axitinib,PD173074,SIDM00774,True
Sapitinib,Linsitinib,SIDM00633,True
Navitoclax,ZM447439,SIDM00630,True
Navitoclax,Doramapimod,SIDM00879,True
OSI-027,Vorinostat,SIDM01037,True
Navitoclax,ZM447439,SIDM00893,True
Sapitinib,Navitoclax,SIDM00772,True
OSI-027,Taselisib,SIDM00628,True
Crizotinib,Sapitinib,SIDM00928,True
Trametinib,Sorafenib,SIDM01001,True
Crizotinib,Trametinib,SIDM00954,True
Navitoclax,NU7441,SIDM00893,True
PD173074,PF-4708671,SIDM00879,True
Axitinib,AZD6482,SIDM00332,True
Pictilisib,Trametinib,SIDM00940,True
Taselisib,AZD6482,SIDM00920,True
Linsitinib,Lapatinib,SIDM00940,True
Navitoclax,PF-4708671,SIDM00879,True
Trametinib,Uprosertib,SIDM00928,True
Navitoclax,OSI-027,SIDM01062,True
OSI-027,Trametinib,SIDM00772,True
Vorinostat,Trametinib,SIDM00673,True
Vorinostat,Linsitinib,SIDM00774,True
Navitoclax,AZD6482,SIDM00528,True
Vorinostat,SB216763,SIDM00772,True
MK-2206,Palbociclib,SIDM00938,True
Vorinostat,Taselisib,SIDM00675,True
Navitoclax,ZM447439,SIDM00881,True
Navitoclax,Lapatinib,SIDM01037,True
OSI-027,Alisertib,SIDM00673,True
Linsitinib,Ribociclib,SIDM01001,True
Navitoclax,Taselisib,SIDM00633,True
Vorinostat,Ribociclib,SIDM00879,True
Navitoclax,Paclitaxel,SIDM00881,True
Vorinostat,Alpelisib,SIDM01042,True
Linsitinib,ZM447439,SIDM00933,True
Linsitinib,Afatinib,SIDM00892,True
Linsitinib,Lapatinib,SIDM00528,True
PD173074,Paclitaxel,SIDM01001,True
Navitoclax,GSK269962A,SIDM00146,True
PD173074,MK-2206,SIDM00879,True
Trametinib,Pictilisib,SIDM00146,True
Navitoclax,Axitinib,SIDM00875,True
Vorinostat,SCH772984,SIDM00528,True
Pictilisib,Lapatinib,SIDM00241,True
Vorinostat,Taselisib,SIDM00877,True
Lapatinib,Navitoclax,SIDM01186,True
Linsitinib,Axitinib,SIDM00774,True
Navitoclax,Sorafenib,SIDM00879,True
Navitoclax,Axitinib,SIDM00954,True
Linsitinib,Navitoclax,SIDM01001,True
Navitoclax,Axitinib,SIDM00675,True
Lapatinib,GSK269962A,SIDM00882,True
Vorinostat,SCH772984,SIDM00332,True
Pictilisib,PD173074,SIDM00774,True
PD173074,Crizotinib,SIDM00879,True
Navitoclax,GSK269962A,SIDM00675,True
Sapitinib,MK-2206,SIDM00628,True
MK-2206,Alpelisib,SIDM00878,True
PD173074,MK-2206,SIDM01037,True
MK-2206,Lapatinib,SIDM00241,True
PD173074,AZD6482,SIDM00135,True
Axitinib,Venetoclax,SIDM00241,True
Lapatinib,Alisertib,SIDM00272,True
Linsitinib,Pictilisib,SIDM00631,True
Navitoclax,Nilotinib,SIDM00675,True
Navitoclax,Afatinib,SIDM00971,True
Navitoclax,ZM447439,SIDM00920,True
Sapitinib,Linsitinib,SIDM00875,True
Sapitinib,MK-2206,SIDM01186,True
Navitoclax,Alisertib,SIDM00122,True
MK-2206,Lapatinib,SIDM00920,True
MK-2206,Alpelisib,SIDM00332,True
Navitoclax,SCH772984,SIDM01062,True
Vorinostat,Afatinib,SIDM01037,True
Trametinib,Taselisib,SIDM00928,True
Linsitinib,Trametinib,SIDM00954,True
Navitoclax,Axitinib,SIDM00562,True
Vorinostat,Ribociclib,SIDM01001,True
Pictilisib,Afatinib,SIDM00893,True
Taselisib,Afatinib,SIDM00528,True
Taselisib,Trametinib,SIDM00772,True
MK-2206,Trametinib,SIDM00928,True
Taselisib,Ribociclib,SIDM00135,True
MK-2206,Ribociclib,SIDM00148,True
Linsitinib,Sorafenib,SIDM00882,True
Navitoclax,Afatinib,SIDM00528,True
Lapatinib,OSI-027,SIDM01187,True
Crizotinib,Nilotinib,SIDM00875,True
Navitoclax,PF-4708671,SIDM00878,True
Vorinostat,Alisertib,SIDM00879,True
Taselisib,KU-55933,SIDM00148,True
Navitoclax,Taselisib,SIDM01187,True
Crizotinib,Trametinib,SIDM00122,True
Navitoclax,Paclitaxel,SIDM00874,True
Navitoclax,AZD6482,SIDM00940,True
Vorinostat,Doramapimod,SIDM00332,True
Trametinib,PD173074,SIDM00866,True
Navitoclax,Nilotinib,SIDM00933,True
Vorinostat,SCH772984,SIDM00633,True
OSI-027,Sapitinib,SIDM00940,True
Navitoclax,ZM447439,SIDM00146,True
Linsitinib,PD173074,SIDM00774,True
OSI-027,Sapitinib,SIDM00272,True
PD173074,Taselisib,SIDM01001,True
Navitoclax,PD173074,SIDM00241,True
Navitoclax,NU7441,SIDM00528,True
Crizotinib,AZD6482,SIDM01001,True
Pictilisib,Afatinib,SIDM01186,True
Navitoclax,GSK269962A,SIDM00920,True
OSI-027,Uprosertib,SIDM01037,True
Lapatinib,ZM447439,SIDM00148,True
Trametinib,Taselisib,SIDM00633,True
Taselisib,Afatinib,SIDM01062,True
Lapatinib,Alpelisib,SIDM00241,True
Linsitinib,MK-2206,SIDM01037,True
Navitoclax,Lapatinib,SIDM00528,True
MK-2206,Afatinib,SIDM01042,True
Navitoclax,Taselisib,SIDM00877,True
Taselisib,Navitoclax,SIDM00633,True
MK-2206,Trametinib,SIDM00633,True
Pictilisib,Vorinostat,SIDM00893,True
OSI-027,SCH772984,SIDM01186,True
Lapatinib,Ribociclib,SIDM01001,True
Axitinib,Afatinib,SIDM00528,True
Taselisib,NU7441,SIDM00673,True
Lapatinib,Afatinib,SIDM00885,True
Lapatinib,Crizotinib,SIDM00774,True
Navitoclax,NU7441,SIDM00332,True
Crizotinib,Navitoclax,SIDM01001,True
Navitoclax,OSI-027,SIDM00774,True
OSI-027,Linsitinib,SIDM00928,True
Axitinib,Afatinib,SIDM00893,True
Navitoclax,Tozasertib,SIDM00928,True
Navitoclax,Paclitaxel,SIDM00146,True
Navitoclax,Doramapimod,SIDM01001,True
Lapatinib,MK-2206,SIDM00872,True
MK-2206,ZM447439,SIDM01186,True
MK-2206,ZM447439,SIDM01002,True
Navitoclax,GSK269962A,SIDM01186,True
Lapatinib,Alpelisib,SIDM01037,True
MK-2206,Tozasertib,SIDM01001,True
Lapatinib,Sapitinib,SIDM01042,True
Sapitinib,NU7441,SIDM00633,True
Lapatinib,Navitoclax,SIDM00893,True
Navitoclax,GSK269962A,SIDM01056,True
Linsitinib,SCH772984,SIDM00633,True
Taselisib,Venetoclax,SIDM00877,True
Navitoclax,KU-55933,SIDM00881,True
MK-2206,NU7441,SIDM00963,True
OSI-027,Axitinib,SIDM00774,True
Navitoclax,Nilotinib,SIDM00879,True
Navitoclax,Vorinostat,SIDM00146,True
PD173074,GSK269962A,SIDM00135,True
Taselisib,Navitoclax,SIDM01002,True
PD173074,Crizotinib,SIDM00562,True
Sapitinib,PD173074,SIDM00940,True
PD173074,Alpelisib,SIDM00879,True
OSI-027,SCH772984,SIDM00146,True
Pictilisib,Navitoclax,SIDM00892,True
Vorinostat,Navitoclax,SIDM00146,True
PD173074,Tozasertib,SIDM01042,True
Navitoclax,Uprosertib,SIDM00675,True
Navitoclax,Doramapimod,SIDM00528,True
Lapatinib,Afatinib,SIDM00892,True
Navitoclax,Crizotinib,SIDM00933,True
Navitoclax,GSK269962A,SIDM00879,True
OSI-027,Tozasertib,SIDM00272,True
PD173074,Afatinib,SIDM00272,True
Vorinostat,Palbociclib,SIDM00774,True
Pictilisib,ZM447439,SIDM00528,True
PD173074,OSI-027,SIDM00872,True
Vorinostat,Alpelisib,SIDM00241,True
Axitinib,Venetoclax,SIDM00954,True
Navitoclax,Alisertib,SIDM01062,True
OSI-027,Alisertib,SIDM00879,True
Navitoclax,GSK269962A,SIDM00933,True
Lapatinib,MK-2206,SIDM00628,True
Lapatinib,Uprosertib,SIDM00772,True
Sapitinib,NU7441,SIDM01186,True
Taselisib,Sapitinib,SIDM00893,True
Linsitinib,Pictilisib,SIDM00628,True
OSI-027,Alpelisib,SIDM00940,True
Axitinib,Sapitinib,SIDM00878,True
Navitoclax,Paclitaxel,SIDM00272,True
Navitoclax,Crizotinib,SIDM00148,True
Pictilisib,Palbociclib,SIDM01187,True
OSI-027,Lapatinib,SIDM00241,True
Navitoclax,ZM447439,SIDM00884,True
Vorinostat,Nilotinib,SIDM00885,True
Lapatinib,Crizotinib,SIDM01002,True
Linsitinib,Sapitinib,SIDM00878,True
OSI-027,Sapitinib,SIDM00872,True
Trametinib,NU7441,SIDM00633,True
Pictilisib,AZD6482,SIDM00241,True
Navitoclax,Trametinib,SIDM00940,True
Trametinib,Navitoclax,SIDM00673,True
Navitoclax,Paclitaxel,SIDM00633,True
Navitoclax,Axitinib,SIDM00528,True
Trametinib,Uprosertib,SIDM01037,True
Vorinostat,Tozasertib,SIDM00146,True
MK-2206,NU7441,SIDM00971,True
Linsitinib,Navitoclax,SIDM00885,True
Trametinib,Taselisib,SIDM00954,True
Axitinib,Taselisib,SIDM00135,True
PD173074,ZM447439,SIDM00881,True
Navitoclax,ZM447439,SIDM00877,True
MK-2206,Trametinib,SIDM00954,True
Vorinostat,OSI-027,SIDM00938,True
Linsitinib,Lapatinib,SIDM00631,True
Axitinib,PD173074,SIDM00241,True
Vorinostat,Lapatinib,SIDM00882,True
Axitinib,Lapatinib,SIDM00940,True
Linsitinib,Alpelisib,SIDM00933,True
Navitoclax,Pictilisib,SIDM01056,True
Crizotinib,OSI-027,SIDM00878,True
Trametinib,Uprosertib,SIDM00971,True
Linsitinib,Crizotinib,SIDM00241,True
Pictilisib,Sapitinib,SIDM00241,True
Lapatinib,PF-4708671,SIDM01001,True
Pictilisib,Vorinostat,SIDM01037,True
Lapatinib,PF-4708671,SIDM00879,True
Sapitinib,Linsitinib,SIDM00774,True
Trametinib,Linsitinib,SIDM00097,True
Sapitinib,Navitoclax,SIDM00971,True
Navitoclax,NU7441,SIDM01056,True
OSI-027,Navitoclax,SIDM01056,True
Navitoclax,Trametinib,SIDM00241,True
Taselisib,SCH772984,SIDM00971,True
Pictilisib,Vorinostat,SIDM00528,True
Linsitinib,Venetoclax,SIDM00881,True
Sapitinib,Palbociclib,SIDM00272,True
Taselisib,PF-4708671,SIDM01037,True
Sapitinib,Crizotinib,SIDM00774,True
Navitoclax,Alisertib,SIDM00881,True
Linsitinib,GSK269962A,SIDM00528,True
Lapatinib,ZM447439,SIDM00879,True
Vorinostat,Pictilisib,SIDM01001,True
Navitoclax,SCH772984,SIDM00954,True
MK-2206,Doramapimod,SIDM00528,True
Lapatinib,Navitoclax,SIDM00772,True
Taselisib,PD173074,SIDM00332,True
OSI-027,Uprosertib,SIDM00940,True
Navitoclax,Axitinib,SIDM01187,True
Navitoclax,Linsitinib,SIDM00940,True
Navitoclax,MK-2206,SIDM01187,True
Linsitinib,Afatinib,SIDM00928,True
Pictilisib,Afatinib,SIDM00628,True
Vorinostat,ZM447439,SIDM00146,True
Linsitinib,Venetoclax,SIDM00877,True
MK-2206,Pictilisib,SIDM00938,True
Vorinostat,Axitinib,SIDM00774,True
OSI-027,MK-2206,SIDM01001,True
OSI-027,Palbociclib,SIDM00148,True
Navitoclax,Uprosertib,SIDM00971,True
PD173074,NU7441,SIDM00879,True
MK-2206,Sapitinib,SIDM00920,True
Navitoclax,Axitinib,SIDM00893,True
Palbociclib,Tozasertib,SIDM00148,True
Vorinostat,Venetoclax,SIDM01042,True
Pictilisib,Palbociclib,SIDM00272,True
Navitoclax,Tozasertib,SIDM00877,True
Sapitinib,MK-2206,SIDM01037,True
Vorinostat,Uprosertib,SIDM01001,True
Vorinostat,MK-2206,SIDM00146,True
Navitoclax,PD173074,SIDM00675,True
Navitoclax,Afatinib,SIDM01186,True
OSI-027,Trametinib,SIDM01186,True
Palbociclib,Vorinostat,SIDM00893,True
Taselisib,Linsitinib,SIDM00875,True
Sapitinib,Nilotinib,SIDM00772,True
Taselisib,AZD6482,SIDM01042,True
Vorinostat,SCH772984,SIDM00938,True
Linsitinib,Alisertib,SIDM00633,True
Linsitinib,GSK269962A,SIDM01001,True
OSI-027,Crizotinib,SIDM00529,True
MK-2206,Linsitinib,SIDM01186,True
Navitoclax,Sorafenib,SIDM00097,True
Vorinostat,Doramapimod,SIDM00938,True
Lapatinib,Tozasertib,SIDM00878,True
OSI-027,Navitoclax,SIDM00877,True
Navitoclax,Alpelisib,SIDM00881,True
Lapatinib,OSI-027,SIDM00893,True
Lapatinib,PD173074,SIDM01062,True
Lapatinib,MK-2206,SIDM01037,True
Navitoclax,Lapatinib,SIDM00562,True
Sapitinib,MK-2206,SIDM00870,True
Lapatinib,MK-2206,SIDM00148,True
Linsitinib,NU7441,SIDM00940,True
Trametinib,MK-2206,SIDM00772,True
Navitoclax,Tozasertib,SIDM00633,True
Navitoclax,PF-4708671,SIDM00630,True
Sapitinib,PD173074,SIDM00241,True
Navitoclax,ZM447439,SIDM00135,True
Navitoclax,SCH772984,SIDM00332,True
Sapitinib,Crizotinib,SIDM00241,True
Taselisib,PD173074,SIDM00933,True
OSI-027,Pictilisib,SIDM00892,True
Taselisib,NU7441,SIDM00940,True
MK-2206,Palbociclib,SIDM00148,True
Taselisib,GSK269962A,SIDM00332,True
Lapatinib,Paclitaxel,SIDM01001,True
Sapitinib,Pictilisib,SIDM00628,True
Taselisib,NU7441,SIDM00241,True
Navitoclax,Afatinib,SIDM01062,True
Vorinostat,Alisertib,SIDM00877,True
Navitoclax,PF-4708671,SIDM00881,True
PD173074,Doramapimod,SIDM01186,True
