ANCHOR_NAME,LIBRARY_NAME,SIDM,Synergy
MK-2206,Linsitinib,SIDM00832,True
Trametinib,Lapatinib,SIDM01139,True
Lapatinib,Linsitinib,SIDM00132,True
Paclitaxel,Navitoclax,SIDM00531,True
Vorinostat,Uprosertib,SIDM00875,True
OSI-027,Ribociclib,SIDM00928,True
Linsitinib,Lapatinib,SIDM01056,True
Navitoclax,Paclitaxel,SIDM00097,True
Lapatinib,OSI-027,SIDM00893,True
Pictilisib,Trametinib,SIDM01062,True
Lapatinib,MK-2206,SIDM00943,True
Crizotinib,ZM447439,SIDM00148,True
Navitoclax,SCH772984,SIDM01062,True
Crizotinib,Alpelisib,SIDM00878,True
Vorinostat,AZD6482,SIDM01042,True
Paclitaxel,Navitoclax,SIDM01137,True
Lapatinib,SCH772984,SIDM00531,True
Navitoclax,Lapatinib,SIDM00879,True
OSI-027,Uprosertib,SIDM00933,True
Crizotinib,OSI-027,SIDM00878,True
Palbociclib,MK-2206,SIDM00660,True
Vinorelbine,MK-2206,SIDM00842,True
BMS-754807,Sapitinib,SIDM00826,True
Linsitinib,Crizotinib,SIDM00241,True
SCH772984,MK-2206,SIDM01139,True
Navitoclax,GSK269962A,SIDM00633,True
Navitoclax,Alisertib,SIDM00881,True
Taselisib,Dasatinib,SIDM00943,True
Erlotinib,Taselisib,SIDM00531,True
Trametinib,MK-2206,SIDM00772,True
Navitoclax,Ruxolitinib,SIDM00582,True
Linsitinib,ZM447439,SIDM01056,True
MK-2206,Trametinib,SIDM00132,True
BMS-754807,Afatinib,SIDM00778,True
Dasatinib,Lapatinib,SIDM00132,True
Linsitinib,AZD6482,SIDM00878,True
Sapitinib,ZM447439,SIDM01186,True
Navitoclax,Taselisib,SIDM00881,True
Vorinostat,Uprosertib,SIDM00920,True
Navitoclax,BMS-754807,SIDM00944,True
Vorinostat,ZM447439,SIDM00146,True
BMS-754807,Trametinib,SIDM00837,True
Taselisib,SCH772984,SIDM01186,True
Navitoclax,MK-2206,SIDM00148,True
Pictilisib,PD173074,SIDM00135,True
Linsitinib,Dasatinib,SIDM00371,True
Lapatinib,Axitinib,SIDM00528,True
Lapatinib,Crizotinib,SIDM00633,True
OSI-027,Dasatinib,SIDM00670,True
Navitoclax,PD173074,SIDM01001,True
Navitoclax,Dasatinib,SIDM01136,True
Linsitinib,Sorafenib,SIDM00892,True
Palbociclib,Linsitinib,SIDM00670,True
Navitoclax,Taselisib,SIDM00772,True
Linsitinib,Erlotinib,SIDM00411,True
PD173074,Ribociclib,SIDM00135,True
Linsitinib,Dasatinib,SIDM01139,True
MK-2206,NU7441,SIDM00963,True
Vorinostat,Lapatinib,SIDM00878,True
Navitoclax,Trametinib,SIDM01137,True
OSI-027,Linsitinib,SIDM01139,True
Lapatinib,MK-2206,SIDM01001,True
Axitinib,Alpelisib,SIDM00332,True
Crizotinib,Sapitinib,SIDM00835,True
SB505124,Taselisib,SIDM01233,True
Navitoclax,Ribociclib,SIDM00148,True
Sapitinib,Palbociclib,SIDM00214,True
Navitoclax,Lapatinib,SIDM00971,True
SCH772984,Dasatinib,SIDM00301,True
Taselisib,Afatinib,SIDM00885,True
Vorinostat,Taselisib,SIDM00881,True
Navitoclax,Paclitaxel,SIDM00582,True
MK-2206,Navitoclax,SIDM00118,True
PD173074,KU-55933,SIDM00879,True
SCH772984,Dactolisib,SIDM00531,True
Sapitinib,Crizotinib,SIDM00633,True
Linsitinib,Sapitinib,SIDM00878,True
MK-2206,Palbociclib,SIDM00214,True
Taselisib,Trametinib,SIDM00872,True
Linsitinib,Afatinib,SIDM00832,True
OSI-027,MK-2206,SIDM00583,True
Navitoclax,Afatinib,SIDM00940,True
Vinorelbine,Navitoclax,SIDM00783,True
Sapitinib,ZM447439,SIDM00893,True
Navitoclax,Erlotinib,SIDM00934,True
Lapatinib,AZD6482,SIDM00628,True
Lapatinib,Galunisertib,SIDM00533,True
Navitoclax,MK-2206,SIDM00146,True
Navitoclax,Crizotinib,SIDM01056,True
Lapatinib,Navitoclax,SIDM00455,True
Linsitinib,MK-2206,SIDM00660,True
Sapitinib,Linsitinib,SIDM00631,True
Vinorelbine,Sapitinib,SIDM00118,True
Sapitinib,Linsitinib,SIDM00488,True
Trametinib,Dasatinib,SIDM00934,True
Taselisib,Uprosertib,SIDM01062,True
Navitoclax,Uprosertib,SIDM01001,True
Taselisib,SCH772984,SIDM00772,True
Pictilisib,Vorinostat,SIDM00893,True
Crizotinib,Sapitinib,SIDM00833,True
PD173074,MK-2206,SIDM00879,True
MK-2206,Dasatinib,SIDM00130,True
Lapatinib,Pictilisib,SIDM00241,True
Taselisib,NU7441,SIDM00673,True
SB505124,BMS-754807,SIDM00677,True
Trametinib,Dactolisib,SIDM00469,True
Linsitinib,Sapitinib,SIDM00834,True
MK-2206,SCH772984,SIDM01233,True
Vinorelbine,MK-2206,SIDM00781,True
Vorinostat,Trametinib,SIDM00774,True
Dasatinib,OSI-027,SIDM01138,True
Lapatinib,SCH772984,SIDM00411,True
Vorinostat,Tozasertib,SIDM00146,True
Trametinib,Linsitinib,SIDM00531,True
Sapitinib,Linsitinib,SIDM00118,True
Crizotinib,Dasatinib,SIDM00301,True
Linsitinib,SB505124,SIDM00834,True
Trametinib,Sapitinib,SIDM00660,True
MK-2206,Trametinib,SIDM00301,True
PD173074,ZM447439,SIDM00866,True
Axitinib,NU7441,SIDM00562,True
Axitinib,Navitoclax,SIDM00884,True
Linsitinib,MK-2206,SIDM00772,True
Dasatinib,Crizotinib,SIDM00664,True
Navitoclax,NU7441,SIDM00332,True
Lapatinib,PD173074,SIDM01001,True
SCH772984,Galunisertib,SIDM00533,True
SCH772984,Linsitinib,SIDM00944,True
Trametinib,Sorafenib,SIDM01001,True
Navitoclax,SB505124,SIDM00777,True
Vorinostat,AZD6482,SIDM00562,True
Dasatinib,Paclitaxel,SIDM00943,True
MK-2206,SCH772984,SIDM00681,True
Navitoclax,GSK269962A,SIDM00940,True
Dasatinib,Paclitaxel,SIDM00132,True
OSI-027,Palbociclib,SIDM00675,True
Taselisib,SCH772984,SIDM00789,True
Dasatinib,OSI-027,SIDM00533,True
Navitoclax,Linsitinib,SIDM00832,True
Linsitinib,Venetoclax,SIDM00954,True
Navitoclax,OSI-027,SIDM00938,True
Vorinostat,MK-2206,SIDM00146,True
Taselisib,Afatinib,SIDM00933,True
Navitoclax,Taselisib,SIDM00940,True
Lapatinib,Trametinib,SIDM00950,True
Linsitinib,Lapatinib,SIDM00631,True
SCH772984,Navitoclax,SIDM00670,True
Vorinostat,SCH772984,SIDM00963,True
Paclitaxel,Linsitinib,SIDM00531,True
Pictilisib,Lapatinib,SIDM01062,True
Lapatinib,KU-55933,SIDM01001,True
Crizotinib,Dasatinib,SIDM00453,True
Navitoclax,Alisertib,SIDM00954,True
Dasatinib,Trametinib,SIDM00132,True
Trametinib,Dasatinib,SIDM00505,True
Navitoclax,ZM447439,SIDM00940,True
OSI-027,Linsitinib,SIDM00371,True
Lapatinib,Trametinib,SIDM00132,True
Taselisib,SB216763,SIDM00826,True
PD173074,GSK269962A,SIDM00879,True
MK-2206,SCH772984,SIDM00411,True
BMS-754807,Trametinib,SIDM00359,True
Vorinostat,OSI-027,SIDM00774,True
Dasatinib,Trametinib,SIDM00301,True
Navitoclax,Ribociclib,SIDM00241,True
Navitoclax,Crizotinib,SIDM00531,True
Navitoclax,Taselisib,SIDM00562,True
Navitoclax,Trametinib,SIDM00841,True
Lapatinib,Linsitinib,SIDM01186,True
Trametinib,BMS-754807,SIDM00944,True
Navitoclax,Trametinib,SIDM00940,True
Trametinib,OSI-027,SIDM00670,True
Crizotinib,OSI-027,SIDM00892,True
SCH772984,MK-2206,SIDM00660,True
Paclitaxel,Trametinib,SIDM00950,True
Navitoclax,Alisertib,SIDM00148,True
Sorafenib,Linsitinib,SIDM00531,True
Navitoclax,Paclitaxel,SIDM01165,True
Crizotinib,Pictilisib,SIDM00562,True
Taselisib,Sapitinib,SIDM01042,True
MK-2206,Trametinib,SIDM01037,True
Taselisib,Navitoclax,SIDM00834,True
Vorinostat,PD173074,SIDM01042,True
MK-2206,Dactolisib,SIDM00531,True
Navitoclax,SB216763,SIDM01062,True
Lapatinib,Navitoclax,SIDM00950,True
Navitoclax,Trametinib,SIDM00943,True
Crizotinib,Erlotinib,SIDM00531,True
Lapatinib,PF-4708671,SIDM00938,True
Crizotinib,MK-2206,SIDM00660,True
SCH772984,Navitoclax,SIDM01137,True
Vinorelbine,Trametinib,SIDM00488,True
Dasatinib,Lapatinib,SIDM00582,True
Sapitinib,NU7441,SIDM01186,True
Vinorelbine,SB216763,SIDM01090,True
Vorinostat,Alpelisib,SIDM01042,True
Linsitinib,SCH772984,SIDM01056,True
Dactolisib,Linsitinib,SIDM00533,True
Taselisib,Trametinib,SIDM00837,True
Trametinib,Taselisib,SIDM00954,True
Taselisib,Dasatinib,SIDM00950,True
Lapatinib,Doramapimod,SIDM01001,True
Lapatinib,Nilotinib,SIDM00772,True
Linsitinib,SCH772984,SIDM00834,True
MK-2206,PF-4708671,SIDM00148,True
PD173074,Nilotinib,SIDM00148,True
OSI-027,Crizotinib,SIDM00571,True
Taselisib,NU7441,SIDM01186,True
Navitoclax,Crizotinib,SIDM00782,True
Linsitinib,OSI-027,SIDM00371,True
Linsitinib,Taselisib,SIDM00534,True
Dasatinib,Crizotinib,SIDM01138,True
Sapitinib,NU7441,SIDM00971,True
Palbociclib,SCH772984,SIDM00837,True
Vorinostat,Trametinib,SIDM01187,True
Afatinib,Crizotinib,SIDM00049,True
Navitoclax,SB216763,SIDM00677,True
Navitoclax,MK-2206,SIDM00779,True
Sapitinib,MK-2206,SIDM00628,True
MK-2206,SCH772984,SIDM00455,True
PD173074,GSK269962A,SIDM00882,True
Taselisib,Axitinib,SIDM01037,True
Palbociclib,Lapatinib,SIDM00130,True
Navitoclax,Lapatinib,SIDM01056,True
Navitoclax,Sorafenib,SIDM00675,True
Vinorelbine,Taselisib,SIDM00783,True
MK-2206,Alpelisib,SIDM00938,True
Lapatinib,MK-2206,SIDM00872,True
Lapatinib,Navitoclax,SIDM00531,True
Navitoclax,PD173074,SIDM00332,True
Navitoclax,Paclitaxel,SIDM01002,True
Trametinib,MK-2206,SIDM00783,True
Taselisib,Afatinib,SIDM00241,True
MK-2206,Trametinib,SIDM00954,True
MK-2206,Sapitinib,SIDM00834,True
Lapatinib,Ribociclib,SIDM01001,True
Crizotinib,GSK269962A,SIDM01042,True
Trametinib,Lapatinib,SIDM00878,True
MK-2206,Sapitinib,SIDM00193,True
PD173074,ZM447439,SIDM00933,True
Sapitinib,MK-2206,SIDM00834,True
Axitinib,Venetoclax,SIDM00241,True
Trametinib,Navitoclax,SIDM00778,True
Navitoclax,Lapatinib,SIDM00940,True
MK-2206,Palbociclib,SIDM00681,True
Lapatinib,MK-2206,SIDM00533,True
Crizotinib,Lapatinib,SIDM00938,True
Taselisib,Venetoclax,SIDM00241,True
Paclitaxel,Erlotinib,SIDM00371,True
Taselisib,GSK269962A,SIDM00673,True
MK-2206,Trametinib,SIDM00130,True
Vorinostat,Trametinib,SIDM00954,True
Vorinostat,Afatinib,SIDM00893,True
Trametinib,Taselisib,SIDM00934,True
Taselisib,Dasatinib,SIDM01139,True
Pictilisib,Vorinostat,SIDM00872,True
Vorinostat,Linsitinib,SIDM00885,True
Lapatinib,MK-2206,SIDM00469,True
SB505124,Vinorelbine,SIDM01233,True
Vorinostat,Trametinib,SIDM01186,True
Navitoclax,Crizotinib,SIDM01138,True
MK-2206,Navitoclax,SIDM00272,True
Crizotinib,Sapitinib,SIDM00680,True
OSI-027,Palbociclib,SIDM00148,True
Navitoclax,Paclitaxel,SIDM01136,True
Linsitinib,Navitoclax,SIDM00216,True
Vorinostat,AZD6482,SIDM01002,True
PD173074,ZM447439,SIDM00928,True
Sapitinib,Navitoclax,SIDM00534,True
Navitoclax,Erlotinib,SIDM00531,True
Sapitinib,BMS-754807,SIDM00487,True
Taselisib,Trametinib,SIDM01165,True
SCH772984,Taselisib,SIDM00411,True
MK-2206,Vinorelbine,SIDM00681,True
Taselisib,Afatinib,SIDM01062,True
Vinorelbine,Afatinib,SIDM00193,True
Lapatinib,Trametinib,SIDM00130,True
SB505124,Crizotinib,SIDM01233,True
Navitoclax,OSI-027,SIDM00633,True
Navitoclax,GSK269962A,SIDM01001,True
Navitoclax,ZM447439,SIDM00920,True
Navitoclax,Alisertib,SIDM00898,True
Pictilisib,Sapitinib,SIDM00774,True
Vorinostat,NU7441,SIDM00885,True
Crizotinib,Navitoclax,SIDM01056,True
MK-2206,Trametinib,SIDM00628,True
MK-2206,Alpelisib,SIDM00241,True
Trametinib,Erlotinib,SIDM01139,True
Navitoclax,NU7441,SIDM00933,True
Trametinib,OSI-027,SIDM01139,True
Axitinib,PF-4708671,SIDM00148,True
MK-2206,Crizotinib,SIDM00920,True
Navitoclax,PF-4708671,SIDM00633,True
Navitoclax,AZD6482,SIDM00878,True
Vorinostat,OSI-027,SIDM00877,True
Lapatinib,Navitoclax,SIDM01139,True
Linsitinib,MK-2206,SIDM00631,True
Sapitinib,Alpelisib,SIDM00241,True
Lapatinib,Venetoclax,SIDM00971,True
Dasatinib,MK-2206,SIDM00132,True
SCH772984,Taselisib,SIDM00469,True
Lapatinib,PD173074,SIDM01187,True
Lapatinib,Taselisib,SIDM00774,True
Palbociclib,Vorinostat,SIDM00893,True
Sapitinib,MK-2206,SIDM00680,True
MK-2206,SCH772984,SIDM00488,True
Vorinostat,KU-55933,SIDM00879,True
Navitoclax,Vorinostat,SIDM00631,True
Dasatinib,Taselisib,SIDM00582,True
BMS-754807,Vinorelbine,SIDM00660,True
Sapitinib,Palbociclib,SIDM00541,True
Navitoclax,Sorafenib,SIDM00892,True
Navitoclax,PD173074,SIDM01056,True
BMS-754807,SCH772984,SIDM00488,True
Navitoclax,ZM447439,SIDM00881,True
Paclitaxel,Navitoclax,SIDM00950,True
Navitoclax,OSI-027,SIDM00881,True
MK-2206,SCH772984,SIDM00132,True
Lapatinib,MK-2206,SIDM00411,True
Trametinib,SB216763,SIDM00837,True
Navitoclax,Linsitinib,SIDM00837,True
Lapatinib,Navitoclax,SIDM00870,True
PD173074,Tozasertib,SIDM00933,True
Navitoclax,ZM447439,SIDM01037,True
Sapitinib,Navitoclax,SIDM00216,True
Taselisib,Trametinib,SIDM00132,True
Linsitinib,Navitoclax,SIDM00834,True
Taselisib,Trametinib,SIDM00531,True
Navitoclax,Vinorelbine,SIDM00534,True
Taselisib,Afatinib,SIDM00893,True
Pictilisib,Sapitinib,SIDM00878,True
OSI-027,Linsitinib,SIDM00042,True
Linsitinib,Trametinib,SIDM00531,True
PD173074,MK-2206,SIDM00872,True
Navitoclax,Alisertib,SIDM00633,True
Trametinib,MK-2206,SIDM00660,True
Axitinib,Afatinib,SIDM00528,True
OSI-027,MK-2206,SIDM00664,True
Trametinib,MK-2206,SIDM00934,True
Afatinib,Linsitinib,SIDM00118,True
Navitoclax,Linsitinib,SIDM01187,True
Taselisib,Doramapimod,SIDM00241,True
Trametinib,Taselisib,SIDM01137,True
OSI-027,Alpelisib,SIDM01002,True
Linsitinib,Afatinib,SIDM00528,True
Lapatinib,AZD6482,SIDM00528,True
Crizotinib,Trametinib,SIDM00660,True
Crizotinib,Navitoclax,SIDM00453,True
SCH772984,MK-2206,SIDM00488,True
Pictilisib,Linsitinib,SIDM00875,True
Crizotinib,Dasatinib,SIDM00670,True
Navitoclax,Paclitaxel,SIDM00772,True
Navitoclax,SCH772984,SIDM00049,True
MK-2206,SCH772984,SIDM00950,True
Pictilisib,Sapitinib,SIDM00628,True
Navitoclax,Crizotinib,SIDM00834,True
OSI-027,Taselisib,SIDM00371,True
Sapitinib,NU7441,SIDM00633,True
SCH772984,Linsitinib,SIDM01090,True
Taselisib,Ribociclib,SIDM00135,True
BMS-754807,Vinorelbine,SIDM00359,True
BMS-754807,Sapitinib,SIDM00136,True
Vorinostat,KU-55933,SIDM00877,True
Navitoclax,Linsitinib,SIDM00943,True
Navitoclax,Afatinib,SIDM00660,True
Navitoclax,GSK269962A,SIDM00920,True
Lapatinib,Alisertib,SIDM00893,True
Paclitaxel,Navitoclax,SIDM00411,True
Navitoclax,Alisertib,SIDM00893,True
Crizotinib,Taselisib,SIDM00562,True
Lapatinib,NU7441,SIDM00633,True
Dactolisib,Taselisib,SIDM00042,True
Lapatinib,Trametinib,SIDM00772,True
Taselisib,Dasatinib,SIDM00371,True
SCH772984,Crizotinib,SIDM01090,True
PD173074,Crizotinib,SIDM00879,True
BMS-754807,Vinorelbine,SIDM00783,True
Lapatinib,Doramapimod,SIDM00971,True
Vorinostat,Uprosertib,SIDM01042,True
Vinorelbine,MK-2206,SIDM00193,True
Dasatinib,Taselisib,SIDM00533,True
Linsitinib,OSI-027,SIDM01001,True
MK-2206,Navitoclax,SIDM01197,True
Crizotinib,Sapitinib,SIDM00940,True
Navitoclax,Afatinib,SIDM00534,True
SCH772984,MK-2206,SIDM00193,True
MK-2206,Afatinib,SIDM01042,True
Navitoclax,Linsitinib,SIDM00774,True
Trametinib,Uprosertib,SIDM00772,True
Navitoclax,Paclitaxel,SIDM00371,True
Navitoclax,Lapatinib,SIDM00954,True
BMS-754807,Trametinib,SIDM00488,True
OSI-027,Navitoclax,SIDM00892,True
Linsitinib,Sapitinib,SIDM00118,True
Linsitinib,Vinorelbine,SIDM00660,True
SB216763,SB505124,SIDM00537,True
Taselisib,NU7441,SIDM00241,True
PD173074,ZM447439,SIDM00529,True
Taselisib,SCH772984,SIDM01139,True
Linsitinib,Navitoclax,SIDM00772,True
Navitoclax,AZD6482,SIDM00332,True
Linsitinib,Trametinib,SIDM00954,True
Pictilisib,Afatinib,SIDM00630,True
Taselisib,OSI-027,SIDM00042,True
SCH772984,Dactolisib,SIDM00943,True
Navitoclax,Lapatinib,SIDM00938,True
Vorinostat,KU-55933,SIDM00562,True
Dactolisib,MK-2206,SIDM00670,True
Navitoclax,Alpelisib,SIDM01056,True
MK-2206,SCH772984,SIDM01090,True
Erlotinib,MK-2206,SIDM01139,True
Taselisib,PD173074,SIDM00774,True
Crizotinib,Lapatinib,SIDM00943,True
MK-2206,Linsitinib,SIDM00878,True
Lapatinib,Sorafenib,SIDM00505,True
OSI-027,MK-2206,SIDM00628,True
Navitoclax,OSI-027,SIDM01187,True
OSI-027,Trametinib,SIDM01186,True
Vorinostat,Navitoclax,SIDM01001,True
Linsitinib,Uprosertib,SIDM00874,True
Navitoclax,Axitinib,SIDM00875,True
Paclitaxel,Navitoclax,SIDM00505,True
MK-2206,Trametinib,SIDM00193,True
Taselisib,Alisertib,SIDM00933,True
Taselisib,NU7441,SIDM00963,True
Sorafenib,Linsitinib,SIDM01165,True
SB505124,SCH772984,SIDM00832,True
MK-2206,Nilotinib,SIDM00528,True
Navitoclax,OSI-027,SIDM00892,True
Taselisib,Linsitinib,SIDM00875,True
Navitoclax,NU7441,SIDM01056,True
Navitoclax,Crizotinib,SIDM00562,True
Trametinib,SB216763,SIDM00049,True
Navitoclax,Alisertib,SIDM00920,True
Trametinib,MK-2206,SIDM00411,True
Dasatinib,Crizotinib,SIDM00950,True
Dasatinib,Taselisib,SIDM01165,True
OSI-027,ZM447439,SIDM00148,True
Navitoclax,Taselisib,SIDM00934,True
Afatinib,Linsitinib,SIDM01233,True
Lapatinib,AZD6482,SIDM00241,True
Pictilisib,Palbociclib,SIDM00933,True
Lapatinib,Linsitinib,SIDM01001,True
Lapatinib,Navitoclax,SIDM01002,True
MK-2206,Paclitaxel,SIDM01042,True
OSI-027,MK-2206,SIDM00950,True
MK-2206,Linsitinib,SIDM00680,True
Navitoclax,Sorafenib,SIDM00934,True
Navitoclax,Crizotinib,SIDM00049,True
OSI-027,Taselisib,SIDM00042,True
MK-2206,SB216763,SIDM00135,True
Paclitaxel,Lapatinib,SIDM00531,True
Sapitinib,MK-2206,SIDM00835,True
Navitoclax,KU-55933,SIDM00881,True
BMS-754807,Vinorelbine,SIDM01233,True
Navitoclax,Sapitinib,SIDM01062,True
Linsitinib,Navitoclax,SIDM00660,True
Linsitinib,Dasatinib,SIDM00531,True
Taselisib,SCH772984,SIDM00132,True
BMS-754807,SB216763,SIDM00118,True
Palbociclib,MK-2206,SIDM00130,True
Navitoclax,AZD6482,SIDM00528,True
Taselisib,Navitoclax,SIDM00633,True
Navitoclax,BMS-754807,SIDM00841,True
Navitoclax,PF-4708671,SIDM00148,True
Navitoclax,Sorafenib,SIDM00135,True
SB505124,MK-2206,SIDM00842,True
Vorinostat,Alpelisib,SIDM00971,True
MK-2206,Paclitaxel,SIDM01001,True
Navitoclax,Linsitinib,SIDM00216,True
Crizotinib,Dasatinib,SIDM00455,True
MK-2206,SCH772984,SIDM00130,True
Navitoclax,Alisertib,SIDM00884,True
Navitoclax,Taselisib,SIDM00971,True
Linsitinib,Axitinib,SIDM00774,True
Sapitinib,Vinorelbine,SIDM00534,True
Navitoclax,Paclitaxel,SIDM01188,True
Vorinostat,ZM447439,SIDM00528,True
Paclitaxel,Navitoclax,SIDM01135,True
SB216763,Linsitinib,SIDM00537,True
Navitoclax,Taselisib,SIDM00534,True
Crizotinib,Sapitinib,SIDM00150,True
Afatinib,BMS-754807,SIDM00488,True
OSI-027,Lapatinib,SIDM00241,True
SB505124,MK-2206,SIDM00677,True
Navitoclax,Paclitaxel,SIDM00272,True
MK-2206,ZM447439,SIDM01002,True
MK-2206,NU7441,SIDM00877,True
BMS-754807,MK-2206,SIDM00217,True
Navitoclax,Trametinib,SIDM00950,True
Taselisib,NU7441,SIDM00875,True
OSI-027,Linsitinib,SIDM00582,True
Navitoclax,Paclitaxel,SIDM01042,True
Lapatinib,NU7441,SIDM00772,True
Lapatinib,Linsitinib,SIDM00411,True
Taselisib,Axitinib,SIDM00528,True
Pictilisib,Alisertib,SIDM00920,True
Afatinib,SCH772984,SIDM00282,True
MK-2206,SB216763,SIDM00148,True
Dactolisib,Erlotinib,SIDM01139,True
Navitoclax,Paclitaxel,SIDM00332,True
